[1267, 753]
[folio, [299.0, 75.0, 142.0, 18.0], shoonya_2sNGCW9M6LOL9X, 5700299]
[paragraph, [65.0, 126.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 144.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 162.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 180.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 198.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 216.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 234.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 252.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 270.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 288.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 306.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 324.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 342.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 360.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 378.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 396.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 414.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 432.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 450.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[paragraph, [65.0, 468.0, 610.0, 18.0], shoonya_0sZ1F71NHVL1YX, 5700299]
[section-title, [258.0, 506.0, 228.0, 30.0], shoonya_4s74VC9SOGSYRZ, 5700299]
[paragraph, [77.0, 543.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 561.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 579.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 597.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 615.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 633.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 651.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 669.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 687.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 705.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 723.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 741.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 759.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 777.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 795.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 813.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 831.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 849.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 867.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 885.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 903.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 921.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 939.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [77.0, 957.0, 596.0, 18.0], shoonya_1sN9Y95FJDQ7SH, 5700299]
[paragraph, [76.0, 987.0, 598.0, 18.0], OL13Y2XoRR, 5700299]
[paragraph, [76.0, 1005.0, 598.0, 18.0], OL13Y2XoRR, 5700299]
[paragraph, [76.0, 1023.0, 598.0, 18.0], OL13Y2XoRR, 5700299]
[paragraph, [76.0, 1041.0, 598.0, 18.0], OL13Y2XoRR, 5700299]
[paragraph, [76.0, 1059.0, 598.0, 18.0], OL13Y2XoRR, 5700299]
[paragraph, [76.0, 1077.0, 598.0, 18.0], OL13Y2XoRR, 5700299]
[paragraph, [76.0, 1095.0, 598.0, 18.0], OL13Y2XoRR, 5700299]
[footnote, [61.0, 1131.0, 618.0, 18.0], shoonya_3sJMA1VBUWNWUI, 5700299]
[footnote, [61.0, 1149.0, 618.0, 18.0], shoonya_3sJMA1VBUWNWUI, 5700299]
[footnote, [61.0, 1167.0, 618.0, 18.0], shoonya_3sJMA1VBUWNWUI, 5700299]
