[2339, 1654]
[folio, [116.0, 61.0, 342.0, 36.0], JMXBxJe_cN, 5751321]
[folio, [116.0, 97.0, 342.0, 36.0], JMXBxJe_cN, 5751321]
[paragraph, [91.0, 131.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 167.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 203.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 239.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 275.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 311.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 347.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 383.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 419.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 455.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 491.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 527.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 563.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 599.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 635.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 671.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 707.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 743.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 779.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 815.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 851.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 887.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 923.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 959.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 995.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 1031.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 1067.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 1103.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 1139.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [91.0, 1175.0, 1446.0, 36.0], shoonya_0s8IV6FA1SDQ9L, 5751321]
[paragraph, [93.0, 1222.0, 1452.0, 36.0], shoonya_2s831ZKOMG51HA, 5751321]
[paragraph, [93.0, 1258.0, 1452.0, 36.0], shoonya_2s831ZKOMG51HA, 5751321]
[paragraph, [93.0, 1294.0, 1452.0, 36.0], shoonya_2s831ZKOMG51HA, 5751321]
[paragraph, [93.0, 1330.0, 1452.0, 36.0], shoonya_2s831ZKOMG51HA, 5751321]
[paragraph, [93.0, 1366.0, 1452.0, 36.0], shoonya_2s831ZKOMG51HA, 5751321]
[paragraph, [229.0, 1418.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1454.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1490.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1526.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1562.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1598.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1634.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1670.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1706.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1742.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1778.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1814.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1850.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1886.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1922.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1958.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
[paragraph, [229.0, 1994.0, 1155.0, 36.0], shoonya_4sZZRXN2IN016N, 5751321]
