[1337, 839]
[folio, [341.0, 79.0, 121.0, 18.0], oGp5XPuw4K, 5770244]
[folio, [341.0, 97.0, 121.0, 18.0], oGp5XPuw4K, 5770244]
[paragraph, [415.0, 139.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 157.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 175.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 193.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 211.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 229.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 247.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 265.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 283.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 301.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 319.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 337.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 355.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 373.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 391.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 409.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 427.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 445.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 463.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [415.0, 481.0, 329.0, 18.0], 0VgRrMo2fR, 5770244]
[paragraph, [78.0, 144.0, 326.0, 18.0], MWwtBTCAF5, 5770244]
[paragraph, [78.0, 162.0, 326.0, 18.0], MWwtBTCAF5, 5770244]
[paragraph, [78.0, 180.0, 326.0, 18.0], MWwtBTCAF5, 5770244]
[paragraph, [78.0, 198.0, 326.0, 18.0], MWwtBTCAF5, 5770244]
[section-title, [80.0, 223.0, 98.0, 30.0], UA-OPfRV2_, 5770244]
[paragraph, [81.0, 252.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [81.0, 270.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [81.0, 288.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [81.0, 306.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [81.0, 324.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [81.0, 342.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [81.0, 360.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [81.0, 378.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [81.0, 396.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [81.0, 414.0, 325.0, 18.0], XS7MA6D_cf, 5770244]
[paragraph, [105.0, 437.0, 269.0, 18.0], cIw3iaXInz, 5770244]
[paragraph, [105.0, 455.0, 269.0, 18.0], cIw3iaXInz, 5770244]
[paragraph, [105.0, 473.0, 269.0, 18.0], cIw3iaXInz, 5770244]
[paragraph, [105.0, 491.0, 269.0, 18.0], cIw3iaXInz, 5770244]
[paragraph, [105.0, 509.0, 269.0, 18.0], cIw3iaXInz, 5770244]
[paragraph, [440.0, 504.0, 230.0, 18.0], jeZY4MWiAg, 5770244]
[paragraph, [440.0, 522.0, 230.0, 18.0], jeZY4MWiAg, 5770244]
[paragraph, [440.0, 540.0, 230.0, 18.0], jeZY4MWiAg, 5770244]
[paragraph, [78.0, 537.0, 329.0, 18.0], VQ2767Md7F, 5770244]
[paragraph, [78.0, 555.0, 329.0, 18.0], VQ2767Md7F, 5770244]
[paragraph, [78.0, 573.0, 329.0, 18.0], VQ2767Md7F, 5770244]
[paragraph, [78.0, 591.0, 329.0, 18.0], VQ2767Md7F, 5770244]
[paragraph, [78.0, 609.0, 329.0, 18.0], VQ2767Md7F, 5770244]
[paragraph, [78.0, 627.0, 329.0, 18.0], VQ2767Md7F, 5770244]
[paragraph, [418.0, 555.0, 325.0, 18.0], 0U9nCDjvIO, 5770244]
[paragraph, [418.0, 573.0, 325.0, 18.0], 0U9nCDjvIO, 5770244]
[paragraph, [418.0, 591.0, 325.0, 18.0], 0U9nCDjvIO, 5770244]
[paragraph, [418.0, 609.0, 325.0, 18.0], 0U9nCDjvIO, 5770244]
[section-title, [416.0, 633.0, 211.0, 30.0], W7y_UNXV2c, 5770244]
[paragraph, [106.0, 645.0, 198.0, 18.0], py4a5QuFho, 5770244]
[paragraph, [106.0, 663.0, 198.0, 18.0], py4a5QuFho, 5770244]
[paragraph, [416.0, 666.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 684.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 702.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 720.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 738.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 756.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 774.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 792.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 810.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 828.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 846.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 864.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 882.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 900.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 918.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 936.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 954.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 972.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 990.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [416.0, 1008.0, 331.0, 18.0], xsA91uW-rX, 5770244]
[paragraph, [81.0, 694.0, 321.0, 18.0], _mAQplkESk, 5770244]
[paragraph, [81.0, 712.0, 321.0, 18.0], _mAQplkESk, 5770244]
[paragraph, [81.0, 730.0, 321.0, 18.0], _mAQplkESk, 5770244]
[paragraph, [81.0, 748.0, 321.0, 18.0], _mAQplkESk, 5770244]
[paragraph, [96.0, 771.0, 252.0, 18.0], 9F4JJkFBOK, 5770244]
[paragraph, [96.0, 789.0, 252.0, 18.0], 9F4JJkFBOK, 5770244]
[paragraph, [96.0, 807.0, 252.0, 18.0], 9F4JJkFBOK, 5770244]
[paragraph, [96.0, 825.0, 252.0, 18.0], 9F4JJkFBOK, 5770244]
[paragraph, [96.0, 843.0, 252.0, 18.0], 9F4JJkFBOK, 5770244]
[paragraph, [96.0, 861.0, 252.0, 18.0], 9F4JJkFBOK, 5770244]
[paragraph, [77.0, 875.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 893.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 911.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 929.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 947.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 965.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 983.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 1001.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 1019.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 1037.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 1055.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [77.0, 1073.0, 330.0, 18.0], H77vd-un6N, 5770244]
[paragraph, [415.0, 1036.0, 333.0, 18.0], PU4XYnJwee, 5770244]
