[709, 412]
[folio, [184.0, 28.0, 65.0, 18.0], h5CmdtVKoq, 5740476]
[paragraph, [207.0, 53.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 71.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 89.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 107.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 125.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 143.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 161.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 179.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 197.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 215.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 233.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 251.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 269.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 287.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 305.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 323.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 341.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 359.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 377.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 395.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 413.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 431.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 449.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 467.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 485.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 503.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 521.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 539.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 557.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 575.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 593.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 611.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 629.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [207.0, 647.0, 194.0, 18.0], z_pFl3V7E6, 5740476]
[paragraph, [20.0, 57.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 75.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 93.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 111.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 129.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 147.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 165.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 183.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 201.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 219.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 237.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 255.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 273.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 291.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 309.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 327.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 345.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 363.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 381.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 399.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 417.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 435.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 453.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 471.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 489.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 507.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 525.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 543.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 561.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 579.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 597.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 615.0, 185.0, 18.0], iFPts63x0N, 5740476]
[paragraph, [20.0, 633.0, 185.0, 18.0], iFPts63x0N, 5740476]
