[612, 792]
[section-title, [304.0, 61.0, 151.0, 30.0], shoonya_3sAMPSHACFJFOA, 6532854]
[paragraph, [49.0, 108.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 126.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 144.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 162.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 180.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 198.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 216.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 234.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 252.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 270.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 288.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [49.0, 306.0, 654.0, 18.0], shoonya_1sNEG5AODWDN2V, 6532854]
[paragraph, [52.0, 334.0, 653.0, 18.0], shoonya_0sMRKX5T2HUZO5, 6532854]
[paragraph, [52.0, 352.0, 653.0, 18.0], shoonya_0sMRKX5T2HUZO5, 6532854]
[paragraph, [52.0, 370.0, 653.0, 18.0], shoonya_0sMRKX5T2HUZO5, 6532854]
[paragraph, [52.0, 388.0, 653.0, 18.0], shoonya_0sMRKX5T2HUZO5, 6532854]
[paragraph, [52.0, 406.0, 653.0, 18.0], shoonya_0sMRKX5T2HUZO5, 6532854]
[paragraph, [52.0, 424.0, 653.0, 18.0], shoonya_0sMRKX5T2HUZO5, 6532854]
[paragraph, [52.0, 442.0, 653.0, 18.0], shoonya_0sMRKX5T2HUZO5, 6532854]
[paragraph, [52.0, 460.0, 653.0, 18.0], shoonya_0sMRKX5T2HUZO5, 6532854]
[paragraph, [52.0, 478.0, 653.0, 18.0], shoonya_0sMRKX5T2HUZO5, 6532854]
