[2200, 1700]
[paragraph, [365.0, 77.0, 1090.0, 36.0], shoonya_2sCDX8UFKP46C2, 5731297]
[paragraph, [365.0, 113.0, 1090.0, 36.0], shoonya_2sCDX8UFKP46C2, 5731297]
[paragraph, [365.0, 149.0, 1090.0, 36.0], shoonya_2sCDX8UFKP46C2, 5731297]
[paragraph, [365.0, 185.0, 1090.0, 36.0], shoonya_2sCDX8UFKP46C2, 5731297]
[paragraph, [365.0, 221.0, 1090.0, 36.0], shoonya_2sCDX8UFKP46C2, 5731297]
[paragraph, [365.0, 257.0, 1090.0, 36.0], shoonya_2sCDX8UFKP46C2, 5731297]
[paragraph, [365.0, 293.0, 1090.0, 36.0], shoonya_2sCDX8UFKP46C2, 5731297]
[paragraph, [365.0, 329.0, 1090.0, 36.0], shoonya_2sCDX8UFKP46C2, 5731297]
[paragraph, [365.0, 365.0, 1090.0, 36.0], shoonya_2sCDX8UFKP46C2, 5731297]
[paragraph, [363.0, 438.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 474.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 510.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 546.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 582.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 618.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 654.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 690.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 726.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 762.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 798.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 834.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 870.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 906.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 942.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 978.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 1014.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 1050.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 1086.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 1122.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [363.0, 1158.0, 1096.0, 36.0], shoonya_1s7XCP6X8UGAI1, 5731297]
[paragraph, [374.0, 1218.0, 1087.0, 36.0], shoonya_3sLQHPU2VOM341, 5731297]
[paragraph, [374.0, 1254.0, 1087.0, 36.0], shoonya_3sLQHPU2VOM341, 5731297]
[paragraph, [374.0, 1290.0, 1087.0, 36.0], shoonya_3sLQHPU2VOM341, 5731297]
[paragraph, [374.0, 1326.0, 1087.0, 36.0], shoonya_3sLQHPU2VOM341, 5731297]
[paragraph, [374.0, 1362.0, 1087.0, 36.0], shoonya_3sLQHPU2VOM341, 5731297]
[paragraph, [477.0, 1393.0, 986.0, 36.0], OTz64vnMd_, 5731297]
[footnote, [371.0, 1525.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1561.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1597.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1633.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1669.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1705.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1741.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1777.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1813.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1849.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1885.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[footnote, [371.0, 1921.0, 1091.0, 36.0], shoonya_0sG1850OGUCVJ8, 5731297]
[folio, [842.0, 2019.0, 511.0, 36.0], zV4SOUQHYX, 5731297]
