[3509, 2482]
[folio, [874.0, 214.0, 508.0, 52.5], VqFS4zblFm, 5691902]
[folio, [874.0, 266.5, 508.0, 52.5], VqFS4zblFm, 5691902]
[paragraph, [195.0, 319.0, 1808.0, 52.5], 7Z46p980nd, 5691902]
[paragraph, [195.0, 371.5, 1808.0, 52.5], 7Z46p980nd, 5691902]
[paragraph, [195.0, 424.0, 1808.0, 52.5], 7Z46p980nd, 5691902]
[paragraph, [294.0, 483.0, 1523.0, 52.5], Leb15Gqh32, 5691902]
[paragraph, [258.0, 563.0, 929.0, 52.5], hMDdbFczhU, 5691902]
[paragraph, [186.0, 648.0, 1849.0, 52.5], e31nLxl8ui, 5691902]
[paragraph, [186.0, 700.5, 1849.0, 52.5], e31nLxl8ui, 5691902]
[paragraph, [186.0, 753.0, 1849.0, 52.5], e31nLxl8ui, 5691902]
[paragraph, [186.0, 805.5, 1849.0, 52.5], e31nLxl8ui, 5691902]
[paragraph, [186.0, 858.0, 1849.0, 52.5], e31nLxl8ui, 5691902]
[paragraph, [186.0, 910.5, 1849.0, 52.5], e31nLxl8ui, 5691902]
[paragraph, [269.0, 983.0, 905.0, 52.5], HIMhY6xxSz, 5691902]
[paragraph, [173.0, 1064.0, 1901.0, 52.5], ufJRPOpfcS, 5691902]
[paragraph, [173.0, 1116.5, 1901.0, 52.5], ufJRPOpfcS, 5691902]
[paragraph, [173.0, 1169.0, 1901.0, 52.5], ufJRPOpfcS, 5691902]
[paragraph, [201.0, 1237.0, 1864.0, 52.5], e_NjJssEFw, 5691902]
[paragraph, [201.0, 1289.5, 1864.0, 52.5], e_NjJssEFw, 5691902]
[paragraph, [201.0, 1342.0, 1864.0, 52.5], e_NjJssEFw, 5691902]
[paragraph, [294.0, 1402.0, 1023.0, 52.5], oAGDP1d7yf, 5691902]
[paragraph, [176.0, 1554.0, 1827.0, 52.5], ph01bakfzw, 5691902]
[paragraph, [176.0, 1606.5, 1827.0, 52.5], ph01bakfzw, 5691902]
[paragraph, [176.0, 1659.0, 1827.0, 52.5], ph01bakfzw, 5691902]
[paragraph, [176.0, 1711.5, 1827.0, 52.5], ph01bakfzw, 5691902]
[paragraph, [176.0, 1764.0, 1827.0, 52.5], ph01bakfzw, 5691902]
[paragraph, [291.0, 1821.0, 1737.0, 52.5], ux-_NrhAUr, 5691902]
[paragraph, [291.0, 1873.5, 1737.0, 52.5], ux-_NrhAUr, 5691902]
[paragraph, [291.0, 1926.0, 1737.0, 52.5], ux-_NrhAUr, 5691902]
[paragraph, [204.0, 1988.0, 1852.0, 52.5], lXG3jN8DDL, 5691902]
[paragraph, [204.0, 2040.5, 1852.0, 52.5], lXG3jN8DDL, 5691902]
[paragraph, [204.0, 2093.0, 1852.0, 52.5], lXG3jN8DDL, 5691902]
[paragraph, [204.0, 2145.5, 1852.0, 52.5], lXG3jN8DDL, 5691902]
[paragraph, [195.0, 2240.0, 1861.0, 52.5], 55KKQnfT8t, 5691902]
[paragraph, [195.0, 2292.5, 1861.0, 52.5], 55KKQnfT8t, 5691902]
[paragraph, [282.0, 2395.0, 1548.0, 52.5], u1cXkHZuP3, 5691902]
[paragraph, [300.0, 2491.0, 1200.0, 52.5], 2qEH1eAjcP, 5691902]
[paragraph, [167.0, 2568.0, 1861.0, 52.5], he_Txv-P6g, 5691902]
[paragraph, [167.0, 2620.5, 1861.0, 52.5], he_Txv-P6g, 5691902]
[paragraph, [167.0, 2673.0, 1861.0, 52.5], he_Txv-P6g, 5691902]
[paragraph, [167.0, 2730.0, 1880.0, 52.5], upNfmnmzsT, 5691902]
[paragraph, [167.0, 2782.5, 1880.0, 52.5], upNfmnmzsT, 5691902]
[paragraph, [167.0, 2835.0, 1880.0, 52.5], upNfmnmzsT, 5691902]
[paragraph, [273.0, 2900.0, 517.0, 52.5], byOucFMoIy, 5691902]
[paragraph, [302.0, 2978.0, 1290.0, 52.5], CrEnpVKdlf, 5691902]
[paragraph, [309.0, 3077.0, 837.0, 52.5], fPkPg3Mldx, 5691902]
[paragraph, [298.0, 3158.0, 1165.0, 52.5], N4gcvwT-9Q, 5691902]
[paragraph, [302.0, 3243.0, 1113.0, 52.5], lM2tOpJXLu, 5691902]
