[843, 596]
[flag, [225.0, 39.0, 192.0, 18.0], L6AsMGV11s, 5780268]
[flag, [225.0, 57.0, 192.0, 18.0], L6AsMGV11s, 5780268]
[folio, [92.0, 88.0, 426.0, 18.0], shoonya_2s8IYYPAJMFNMA, 5780268]
[ordered-list, [14.0, 168.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 186.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 204.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 222.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 240.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 258.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 276.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 294.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 312.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 330.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 348.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 366.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 384.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 402.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 420.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 438.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 456.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 474.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 492.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 510.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 528.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 546.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 564.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 582.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 600.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 618.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 636.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 654.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[ordered-list, [14.0, 672.0, 551.0, 18.0], shoonya_3sNF1Q0QIQI4FC, 5780268]
[sub-ordered-list, [97.0, 498.0, 213.0, 18.0], shoonya_0sEE92K1UXCE2A, 5780268]
[contact-info, [47.0, 790.0, 216.0, 18.0], shoonya_7sIDROCALK5LWJ, 5780268]
[contact-info, [446.0, 790.0, 96.0, 18.0], shoonya_11s9F79MUP7DEA, 5780268]
