[2086, 1370]
[flag, [583.0, 191.0, 141.0, 36.0], shoonya_1s3VZ5ADGZZ8DO, 5774009]
[flag, [583.0, 227.0, 141.0, 36.0], shoonya_1s3VZ5ADGZZ8DO, 5774009]
[section-title, [288.0, 404.0, 721.0, 52.5], G7f3GoH3Mi, 5774009]
[section-title, [288.0, 456.5, 721.0, 52.5], G7f3GoH3Mi, 5774009]
[paragraph, [105.0, 613.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 649.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 685.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 721.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 757.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 793.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 829.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 865.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 901.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 937.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [105.0, 973.0, 1124.0, 36.0], shoonya_0sT81QLSB7R6OD, 5774009]
[paragraph, [96.0, 1048.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1084.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1120.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1156.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1192.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1228.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1264.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1300.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1336.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1372.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1408.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1444.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1480.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1516.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1552.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1588.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1624.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1660.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1696.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1732.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1768.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1804.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
[paragraph, [96.0, 1840.0, 1150.0, 36.0], GgrBevZ4Bd, 5774009]
