[1754, 1241]
[section-title, [300.0, 100.0, 638.0, 49.5], pO4I44VfpZ, 5706479]
[section-title, [300.0, 149.5, 638.0, 49.5], pO4I44VfpZ, 5706479]
[folio, [895.0, 224.0, 215.0, 36.0], zpac7yFj-Z, 5706479]
[folio, [117.0, 227.0, 193.0, 36.0], EhbEQCzoHG, 5706479]
[sidebar, [139.0, 348.0, 92.0, 36.0], qSGoTl4DMY, 5706479]
[sidebar, [935.0, 351.0, 150.0, 36.0], shoonya_5sJY36F71E1CCX, 5706479]
[ordered-list, [158.0, 441.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 477.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 513.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 549.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 585.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 621.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 657.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 693.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 729.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 765.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 801.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 837.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 873.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 909.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 945.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 981.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1017.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1053.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1089.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1125.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1161.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1197.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1233.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1269.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1305.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1341.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1377.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1413.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1449.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1485.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1521.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
[ordered-list, [158.0, 1557.0, 780.0, 36.0], xG-Q5Ruk1Y, 5706479]
