[1238, 765]
[headline, [331.0, 86.0, 132.0, 25.5], 0fI8I1SL_p, 5769840]
[chapter-title, [144.0, 138.0, 199.0, 30.0], jW1exxa-wg, 5769840]
[chapter-title, [144.0, 168.0, 199.0, 30.0], jW1exxa-wg, 5769840]
[paragraph, [380.0, 145.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 163.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 181.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 199.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 217.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 235.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 253.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 271.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 289.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 307.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 325.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 343.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 361.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 379.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 397.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 415.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 433.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 451.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 469.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 487.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 505.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 523.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 541.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 559.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 577.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 595.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 613.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 631.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 649.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 667.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 685.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 703.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 721.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 739.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 757.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 775.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 793.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 811.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 829.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 847.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 865.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 883.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 901.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 919.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 937.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 955.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 973.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 991.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 1009.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 1027.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 1045.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 1063.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 1081.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 1099.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
[paragraph, [380.0, 1117.0, 286.0, 18.0], shoonya_0sOWVEVEGBP7VN, 5769840]
