[1250, 2000]
[folio, [1742.0, 14.0, 237.0, 18.0], FEUoFSBsNV, 5735725]
[headline, [462.0, 109.0, 1087.0, 25.5], shoonya_0sZ6SGQ2IYPGII, 5735725]
[headline, [462.0, 134.5, 1087.0, 25.5], shoonya_0sZ6SGQ2IYPGII, 5735725]
[headline, [462.0, 160.0, 1087.0, 25.5], shoonya_0sZ6SGQ2IYPGII, 5735725]
[paragraph, [109.0, 280.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 298.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 316.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 334.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 352.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 370.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 388.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 406.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 424.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 442.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 460.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 478.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 496.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 514.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [109.0, 532.0, 1795.0, 18.0], shoonya_2sOZ2GZSIGOZYQ, 5735725]
[paragraph, [98.0, 583.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 601.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 619.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 637.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 655.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 673.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 691.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 709.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 727.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 745.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 763.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 781.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 799.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 817.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 835.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 853.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
[paragraph, [98.0, 871.0, 1804.0, 18.0], shoonya_1sSQNILINSP8UO, 5735725]
