[1818, 1374]
[folio, [462.0, 107.0, 431.0, 36.0], shoonya_1sRQXWEVQUQGJL, 5682603]
[paragraph, [697.0, 176.0, 565.0, 36.0], z9cIKnLT1y, 5682603]
[paragraph, [697.0, 212.0, 565.0, 36.0], z9cIKnLT1y, 5682603]
[paragraph, [103.0, 182.0, 568.0, 36.0], 4lA8mT02-T, 5682603]
[paragraph, [103.0, 218.0, 568.0, 36.0], 4lA8mT02-T, 5682603]
[paragraph, [697.0, 264.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [697.0, 300.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [697.0, 336.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [697.0, 372.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [697.0, 408.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [697.0, 444.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [697.0, 480.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [697.0, 516.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [697.0, 552.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [697.0, 588.0, 568.0, 36.0], vCfRctNHRr, 5682603]
[paragraph, [144.0, 266.0, 523.0, 36.0], VGpCcGDwZw, 5682603]
[paragraph, [104.0, 310.0, 566.0, 36.0], oRKmU1dj73, 5682603]
[paragraph, [104.0, 346.0, 566.0, 36.0], oRKmU1dj73, 5682603]
[paragraph, [104.0, 382.0, 566.0, 36.0], oRKmU1dj73, 5682603]
[paragraph, [135.0, 436.0, 188.0, 36.0], UCEJkpRj73, 5682603]
[paragraph, [103.0, 482.0, 570.0, 36.0], KGFUIjkkQc, 5682603]
[paragraph, [103.0, 518.0, 570.0, 36.0], KGFUIjkkQc, 5682603]
[paragraph, [103.0, 554.0, 570.0, 36.0], KGFUIjkkQc, 5682603]
[paragraph, [103.0, 590.0, 570.0, 36.0], KGFUIjkkQc, 5682603]
[paragraph, [103.0, 626.0, 570.0, 36.0], KGFUIjkkQc, 5682603]
[paragraph, [699.0, 652.0, 566.0, 36.0], rTkaX_tq_k, 5682603]
[paragraph, [699.0, 688.0, 566.0, 36.0], rTkaX_tq_k, 5682603]
[paragraph, [699.0, 724.0, 566.0, 36.0], rTkaX_tq_k, 5682603]
[paragraph, [142.0, 694.0, 264.0, 36.0], 2Ketg-QV0g, 5682603]
[paragraph, [142.0, 736.0, 240.0, 36.0], oqLsplOa0H, 5682603]
[paragraph, [697.0, 779.0, 565.0, 36.0], BcQVhySRTh, 5682603]
[paragraph, [697.0, 815.0, 565.0, 36.0], BcQVhySRTh, 5682603]
[paragraph, [697.0, 851.0, 565.0, 36.0], BcQVhySRTh, 5682603]
[paragraph, [697.0, 887.0, 565.0, 36.0], BcQVhySRTh, 5682603]
[paragraph, [697.0, 923.0, 565.0, 36.0], BcQVhySRTh, 5682603]
[paragraph, [697.0, 959.0, 565.0, 36.0], BcQVhySRTh, 5682603]
[paragraph, [697.0, 995.0, 565.0, 36.0], BcQVhySRTh, 5682603]
[paragraph, [697.0, 1031.0, 565.0, 36.0], BcQVhySRTh, 5682603]
[paragraph, [697.0, 1067.0, 565.0, 36.0], BcQVhySRTh, 5682603]
[paragraph, [109.0, 823.0, 559.0, 36.0], 3q0ZnWeJXB, 5682603]
[paragraph, [109.0, 859.0, 559.0, 36.0], 3q0ZnWeJXB, 5682603]
[paragraph, [142.0, 906.0, 237.0, 36.0], QqtOk-6qrz, 5682603]
[paragraph, [108.0, 950.0, 568.0, 36.0], bU6OrT8Ugz, 5682603]
[paragraph, [108.0, 986.0, 568.0, 36.0], bU6OrT8Ugz, 5682603]
[paragraph, [108.0, 1022.0, 568.0, 36.0], bU6OrT8Ugz, 5682603]
[paragraph, [108.0, 1058.0, 568.0, 36.0], bU6OrT8Ugz, 5682603]
[paragraph, [108.0, 1094.0, 568.0, 36.0], bU6OrT8Ugz, 5682603]
[paragraph, [108.0, 1130.0, 568.0, 36.0], bU6OrT8Ugz, 5682603]
[paragraph, [699.0, 1119.0, 563.0, 36.0], 4WCZtO_7F_, 5682603]
[paragraph, [699.0, 1155.0, 563.0, 36.0], 4WCZtO_7F_, 5682603]
[paragraph, [699.0, 1191.0, 563.0, 36.0], 4WCZtO_7F_, 5682603]
[paragraph, [699.0, 1227.0, 563.0, 36.0], 4WCZtO_7F_, 5682603]
[paragraph, [109.0, 1204.0, 565.0, 36.0], HGYuqgzINO, 5682603]
[paragraph, [109.0, 1240.0, 565.0, 36.0], HGYuqgzINO, 5682603]
[paragraph, [109.0, 1276.0, 565.0, 36.0], HGYuqgzINO, 5682603]
[paragraph, [697.0, 1291.0, 566.0, 36.0], OUjGozpuOQ, 5682603]
[paragraph, [697.0, 1327.0, 566.0, 36.0], OUjGozpuOQ, 5682603]
[paragraph, [697.0, 1363.0, 566.0, 36.0], OUjGozpuOQ, 5682603]
[paragraph, [697.0, 1399.0, 566.0, 36.0], OUjGozpuOQ, 5682603]
[paragraph, [697.0, 1435.0, 566.0, 36.0], OUjGozpuOQ, 5682603]
[paragraph, [111.0, 1333.0, 566.0, 36.0], 5vwp5UpS3W, 5682603]
[paragraph, [111.0, 1369.0, 566.0, 36.0], 5vwp5UpS3W, 5682603]
[paragraph, [111.0, 1405.0, 566.0, 36.0], 5vwp5UpS3W, 5682603]
[paragraph, [111.0, 1441.0, 566.0, 36.0], 5vwp5UpS3W, 5682603]
[paragraph, [111.0, 1477.0, 566.0, 36.0], 5vwp5UpS3W, 5682603]
[paragraph, [111.0, 1513.0, 566.0, 36.0], 5vwp5UpS3W, 5682603]
[paragraph, [111.0, 1549.0, 566.0, 36.0], 5vwp5UpS3W, 5682603]
[paragraph, [111.0, 1585.0, 566.0, 36.0], 5vwp5UpS3W, 5682603]
[paragraph, [705.0, 1506.0, 556.0, 36.0], m_3rYi-U4S, 5682603]
[paragraph, [705.0, 1542.0, 556.0, 36.0], m_3rYi-U4S, 5682603]
[paragraph, [699.0, 1590.0, 563.0, 36.0], MulwE5Tv7A, 5682603]
[paragraph, [699.0, 1626.0, 563.0, 36.0], MulwE5Tv7A, 5682603]
[paragraph, [699.0, 1662.0, 563.0, 36.0], MulwE5Tv7A, 5682603]
[paragraph, [109.0, 1634.0, 566.0, 36.0], qIFYwwbTvS, 5682603]
[paragraph, [109.0, 1670.0, 566.0, 36.0], qIFYwwbTvS, 5682603]
