[1388, 886]
[folio, [45.0, 62.0, 147.0, 18.0], shoonya_4sEWEH564BWL9M, 5742102]
[folio, [365.0, 63.0, 153.0, 18.0], shoonya_5sLN2TLYA3GDFW, 5742102]
[folio, [365.0, 81.0, 153.0, 18.0], shoonya_5sLN2TLYA3GDFW, 5742102]
[paragraph, [37.0, 122.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 140.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 158.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 176.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 194.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 212.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 230.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 248.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 266.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 284.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 302.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 320.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 338.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 356.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 374.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 392.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 410.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 428.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 446.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 464.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 482.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 500.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [37.0, 518.0, 404.0, 18.0], shoonya_0sZZ231BBQSP4F, 5742102]
[paragraph, [452.0, 127.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 145.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 163.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 181.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 199.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 217.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 235.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 253.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 271.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 289.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 307.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 325.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 343.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 361.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 379.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 397.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 415.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 433.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 451.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 469.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 487.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 505.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 523.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 541.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 559.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 577.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 595.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 613.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 631.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 649.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 667.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 685.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 703.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 721.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 739.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 757.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 775.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 793.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 811.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 829.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 847.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 865.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 883.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 901.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [452.0, 919.0, 406.0, 18.0], TImkvi49uk, 5742102]
[paragraph, [35.0, 557.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 575.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 593.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 611.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 629.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 647.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 665.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
