[2200, 1700]
[paragraph, [168.0, 185.0, 1346.0, 36.0], Hmw27P_uya, 5753051]
[paragraph, [168.0, 221.0, 1346.0, 36.0], Hmw27P_uya, 5753051]
[paragraph, [168.0, 257.0, 1346.0, 36.0], Hmw27P_uya, 5753051]
[paragraph, [168.0, 293.0, 1346.0, 36.0], Hmw27P_uya, 5753051]
[paragraph, [185.0, 369.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 405.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 441.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 477.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 513.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 549.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 585.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 621.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 657.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 693.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 729.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[paragraph, [185.0, 765.0, 1282.0, 36.0], shoonya_4sE9IT7TE0H30Y, 5753051]
[section-title, [193.0, 870.0, 312.0, 52.5], shoonya_2s4ZXQP74MJ4MT, 5753051]
[paragraph, [185.0, 972.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1008.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1044.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1080.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1116.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1152.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1188.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1224.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1260.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1296.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1332.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1368.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1404.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1440.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1476.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1512.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1548.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1584.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1620.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1656.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1692.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1728.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1764.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1800.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1836.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1872.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[paragraph, [185.0, 1908.0, 1333.0, 36.0], shoonya_5sWLZWAUSCP04B, 5753051]
[folio, [368.0, 2012.0, 412.0, 36.0], RwOM9poHNM, 5753051]
