[904, 612]
[chapter-title, [285.0, 22.0, 88.0, 30.0], shoonya_2sGMJA91HFNG1X, 6459547]
[paragraph, [91.0, 69.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 87.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 105.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 123.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 141.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 159.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 177.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 195.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 213.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 231.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 249.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 267.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 285.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 303.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 321.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 339.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 357.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 375.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 393.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 411.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 429.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 447.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 465.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 483.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 501.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 519.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 537.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 555.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 573.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 591.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [91.0, 609.0, 493.0, 18.0], shoonya_0sWWFJIEQEWYW8, 6459547]
[paragraph, [297.0, 646.0, 79.0, 18.0], ZxhHdlufaj, 6459547]
[section-title, [230.0, 688.0, 216.0, 30.0], sbcT0UYNyR, 6459547]
[folio, [270.0, 739.0, 137.0, 18.0], C4nciCPuok, 6459547]
[paragraph, [97.0, 781.0, 480.0, 18.0], H3OJHPYiZj, 6459547]
[paragraph, [97.0, 799.0, 480.0, 18.0], H3OJHPYiZj, 6459547]
[paragraph, [97.0, 817.0, 480.0, 18.0], H3OJHPYiZj, 6459547]
[paragraph, [97.0, 835.0, 480.0, 18.0], H3OJHPYiZj, 6459547]
