[1763, 1275]
[contact-info, [225.0, 59.0, 795.0, 36.0], KGDZTOXj62, 5712932]
[contact-info, [225.0, 95.0, 795.0, 36.0], KGDZTOXj62, 5712932]
[contact-info, [225.0, 131.0, 795.0, 36.0], KGDZTOXj62, 5712932]
[contact-info, [225.0, 167.0, 795.0, 36.0], KGDZTOXj62, 5712932]
[contact-info, [225.0, 203.0, 795.0, 36.0], KGDZTOXj62, 5712932]
[headline, [33.0, 275.0, 1159.0, 37.5], tcqAYcl3D3, 5712932]
[headline, [33.0, 312.5, 1159.0, 37.5], tcqAYcl3D3, 5712932]
[paragraph, [27.0, 414.0, 1167.0, 36.0], shoonya_0sAVKX4HQSM2DJ, 5712932]
[paragraph, [27.0, 450.0, 1167.0, 36.0], shoonya_0sAVKX4HQSM2DJ, 5712932]
[paragraph, [27.0, 486.0, 1167.0, 36.0], shoonya_0sAVKX4HQSM2DJ, 5712932]
[paragraph, [24.0, 527.0, 1167.0, 36.0], dy08FXBGpg, 5712932]
[paragraph, [24.0, 563.0, 1167.0, 36.0], dy08FXBGpg, 5712932]
[paragraph, [24.0, 599.0, 1167.0, 36.0], dy08FXBGpg, 5712932]
[paragraph, [24.0, 635.0, 1167.0, 36.0], dy08FXBGpg, 5712932]
[paragraph, [34.0, 752.0, 1167.0, 36.0], MhRP5WyOLV, 5712932]
[paragraph, [34.0, 788.0, 1167.0, 36.0], MhRP5WyOLV, 5712932]
[paragraph, [34.0, 824.0, 1167.0, 36.0], MhRP5WyOLV, 5712932]
[paragraph, [34.0, 860.0, 1167.0, 36.0], MhRP5WyOLV, 5712932]
[paragraph, [34.0, 896.0, 1167.0, 36.0], MhRP5WyOLV, 5712932]
[paragraph, [31.0, 943.0, 1167.0, 36.0], 6z09OscG6C, 5712932]
[paragraph, [31.0, 979.0, 1167.0, 36.0], 6z09OscG6C, 5712932]
[paragraph, [31.0, 1015.0, 1167.0, 36.0], 6z09OscG6C, 5712932]
[paragraph, [31.0, 1051.0, 1167.0, 36.0], 6z09OscG6C, 5712932]
[paragraph, [31.0, 1087.0, 1167.0, 36.0], 6z09OscG6C, 5712932]
[paragraph, [43.0, 1193.0, 1167.0, 36.0], Tqi3XFIktS, 5712932]
[paragraph, [43.0, 1229.0, 1167.0, 36.0], Tqi3XFIktS, 5712932]
[paragraph, [43.0, 1265.0, 1167.0, 36.0], Tqi3XFIktS, 5712932]
[paragraph, [37.0, 1333.0, 1168.0, 36.0], u8Or6x9cMb, 5712932]
[paragraph, [37.0, 1369.0, 1168.0, 36.0], u8Or6x9cMb, 5712932]
[paragraph, [37.0, 1405.0, 1168.0, 36.0], u8Or6x9cMb, 5712932]
[paragraph, [37.0, 1441.0, 1168.0, 36.0], u8Or6x9cMb, 5712932]
[paragraph, [85.0, 1500.0, 483.0, 36.0], tWZ0TrkP82, 5712932]
[paragraph, [85.0, 1536.0, 483.0, 36.0], tWZ0TrkP82, 5712932]
[paragraph, [85.0, 1572.0, 483.0, 36.0], tWZ0TrkP82, 5712932]
[contact-info, [577.0, 1504.0, 641.0, 36.0], xnXjtcRm82, 5712932]
[contact-info, [577.0, 1540.0, 641.0, 36.0], xnXjtcRm82, 5712932]
[contact-info, [577.0, 1576.0, 641.0, 36.0], xnXjtcRm82, 5712932]
[footnote, [40.0, 1643.0, 1175.0, 36.0], y-Px_OWvpS, 5712932]
