[2339, 1656]
[paragraph, [184.0, 197.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 233.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 269.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 305.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 341.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 377.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 413.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 449.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 485.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 521.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 557.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 593.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 629.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 665.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 701.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 737.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 773.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 809.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 845.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 881.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 917.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 953.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 989.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1025.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1061.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1097.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1133.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1169.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1205.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1241.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1277.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1313.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1349.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1385.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1421.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1457.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1493.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1529.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1565.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1601.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1637.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
[paragraph, [184.0, 1673.0, 1280.0, 36.0], shoonya_0sE6Y1PEZPGC4D, 5731040]
