[2200, 1700]
[paragraph, [256.0, 203.0, 1015.0, 36.0], shoonya_3sU548D4RUVIFV, 5653001]
[paragraph, [256.0, 239.0, 1015.0, 36.0], shoonya_3sU548D4RUVIFV, 5653001]
[paragraph, [256.0, 275.0, 1015.0, 36.0], shoonya_3sU548D4RUVIFV, 5653001]
[paragraph, [256.0, 311.0, 1015.0, 36.0], shoonya_3sU548D4RUVIFV, 5653001]
[paragraph, [256.0, 347.0, 1015.0, 36.0], shoonya_3sU548D4RUVIFV, 5653001]
[paragraph, [247.0, 403.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 439.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 475.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 511.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 547.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 583.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 619.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 655.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 691.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 727.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 763.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 799.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 835.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 871.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 907.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 943.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 979.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1015.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1051.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1087.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1123.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1159.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1195.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1231.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1267.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1303.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [247.0, 1339.0, 1029.0, 36.0], shoonya_0s249AE3CAAA16, 5653001]
[paragraph, [244.0, 1394.0, 1002.0, 36.0], shoonya_2sA64GMTEG9TMW, 5653001]
[paragraph, [244.0, 1430.0, 1002.0, 36.0], shoonya_2sA64GMTEG9TMW, 5653001]
[paragraph, [244.0, 1466.0, 1002.0, 36.0], shoonya_2sA64GMTEG9TMW, 5653001]
[paragraph, [246.0, 1519.0, 998.0, 36.0], cUYvK2iHMR, 5653001]
[paragraph, [246.0, 1555.0, 998.0, 36.0], cUYvK2iHMR, 5653001]
[paragraph, [246.0, 1591.0, 998.0, 36.0], cUYvK2iHMR, 5653001]
[paragraph, [246.0, 1638.0, 1003.0, 36.0], 9E0MoEg42D, 5653001]
[paragraph, [246.0, 1674.0, 1003.0, 36.0], 9E0MoEg42D, 5653001]
[paragraph, [246.0, 1710.0, 1003.0, 36.0], 9E0MoEg42D, 5653001]
[paragraph, [246.0, 1746.0, 1003.0, 36.0], 9E0MoEg42D, 5653001]
[paragraph, [246.0, 1782.0, 1003.0, 36.0], 9E0MoEg42D, 5653001]
[folio, [313.0, 1864.0, 109.0, 36.0], shoonya_1sP5KH1114U1K0, 5653001]
