[6000, 4167]
[folio, [1158.0, 618.0, 1798.0, 52.5], JMyVcg3aFm, 5721878]
[folio, [1158.0, 670.5, 1798.0, 52.5], JMyVcg3aFm, 5721878]
[folio, [1158.0, 723.0, 1798.0, 52.5], JMyVcg3aFm, 5721878]
[paragraph, [590.0, 892.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 944.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 997.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1049.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1102.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1154.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1207.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1259.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1312.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1364.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1417.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1469.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1522.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1574.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1627.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1679.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1732.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1784.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1837.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1889.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1942.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 1994.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2047.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2099.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2152.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2204.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2257.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2309.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2362.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2414.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2467.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2519.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2572.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2624.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2677.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2729.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
