[1625, 1211]
[headline, [104.0, 94.0, 958.0, 37.5], shoonya_8s34Q8G13LWJJ3, 5743007]
[headline, [104.0, 131.5, 958.0, 37.5], shoonya_8s34Q8G13LWJJ3, 5743007]
[paragraph, [416.0, 238.0, 347.0, 36.0], shoonya_7sGRGOX24YEEED, 5743007]
[paragraph, [416.0, 274.0, 347.0, 36.0], shoonya_7sGRGOX24YEEED, 5743007]
[paragraph, [416.0, 310.0, 347.0, 36.0], shoonya_7sGRGOX24YEEED, 5743007]
[paragraph, [416.0, 346.0, 347.0, 36.0], shoonya_7sGRGOX24YEEED, 5743007]
[paragraph, [416.0, 382.0, 347.0, 36.0], shoonya_7sGRGOX24YEEED, 5743007]
[paragraph, [416.0, 418.0, 347.0, 36.0], shoonya_7sGRGOX24YEEED, 5743007]
[paragraph, [416.0, 454.0, 347.0, 36.0], shoonya_7sGRGOX24YEEED, 5743007]
[paragraph, [66.0, 241.0, 334.0, 36.0], shoonya_11sTSM2FU0KV92, 5743007]
[paragraph, [66.0, 277.0, 334.0, 36.0], shoonya_11sTSM2FU0KV92, 5743007]
[paragraph, [792.0, 243.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 279.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 315.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 351.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 387.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 423.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 459.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 495.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 531.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 567.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [792.0, 603.0, 359.0, 36.0], shoonya_1sY54N63N0B8R5, 5743007]
[paragraph, [68.0, 393.0, 335.0, 36.0], shoonya_3s5200OF05R13C, 5743007]
[paragraph, [68.0, 429.0, 335.0, 36.0], shoonya_3s5200OF05R13C, 5743007]
[paragraph, [68.0, 465.0, 335.0, 36.0], shoonya_3s5200OF05R13C, 5743007]
[paragraph, [68.0, 501.0, 335.0, 36.0], shoonya_3s5200OF05R13C, 5743007]
[paragraph, [68.0, 537.0, 335.0, 36.0], shoonya_3s5200OF05R13C, 5743007]
[section-title, [472.0, 535.0, 262.0, 49.5], uC5oYf-9_3, 5743007]
[paragraph, [68.0, 606.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 642.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 678.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 714.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 750.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
