[872, 605]
[folio, [31.0, 28.0, 86.0, 18.0], ga4nXNQOFY, 6457213]
[folio, [31.0, 46.0, 86.0, 18.0], ga4nXNQOFY, 6457213]
[section-title, [254.0, 28.0, 93.0, 30.0], Xpw-bdapOV, 6457213]
[paragraph, [34.0, 66.0, 266.0, 18.0], 4MQyXO32Uv, 6457213]
[paragraph, [34.0, 84.0, 266.0, 18.0], 4MQyXO32Uv, 6457213]
[paragraph, [300.0, 66.0, 261.0, 18.0], awoitwc4or, 6457213]
[paragraph, [300.0, 84.0, 261.0, 18.0], awoitwc4or, 6457213]
[paragraph, [300.0, 102.0, 261.0, 18.0], awoitwc4or, 6457213]
[paragraph, [300.0, 120.0, 261.0, 18.0], awoitwc4or, 6457213]
[paragraph, [300.0, 138.0, 261.0, 18.0], awoitwc4or, 6457213]
[paragraph, [36.0, 107.0, 261.0, 18.0], eBapv_J9Al, 6457213]
[paragraph, [35.0, 129.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [35.0, 147.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [35.0, 165.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [35.0, 183.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [35.0, 201.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [35.0, 219.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [35.0, 237.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [35.0, 255.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [35.0, 273.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [35.0, 291.0, 265.0, 18.0], PhPzV_BN11, 6457213]
[paragraph, [301.0, 157.0, 261.0, 18.0], 5GIf8DCF7s, 6457213]
[paragraph, [301.0, 175.0, 261.0, 18.0], 5GIf8DCF7s, 6457213]
[paragraph, [298.0, 195.0, 225.0, 18.0], DFdCs4dSXn, 6457213]
[paragraph, [300.0, 217.0, 263.0, 18.0], x3d5FAQI3Z, 6457213]
[paragraph, [300.0, 235.0, 263.0, 18.0], x3d5FAQI3Z, 6457213]
[paragraph, [300.0, 253.0, 263.0, 18.0], x3d5FAQI3Z, 6457213]
[paragraph, [299.0, 274.0, 257.0, 18.0], ca_tAsH-0V, 6457213]
[paragraph, [299.0, 293.0, 80.0, 18.0], vJM8bmTxCF, 6457213]
[paragraph, [48.0, 304.0, 214.0, 18.0], OokMvw2Brw, 6457213]
[paragraph, [303.0, 314.0, 261.0, 18.0], iUVx-u1Mjb, 6457213]
[paragraph, [303.0, 332.0, 261.0, 18.0], iUVx-u1Mjb, 6457213]
[paragraph, [36.0, 330.0, 265.0, 18.0], _QX-KxqgLm, 6457213]
[paragraph, [36.0, 348.0, 265.0, 18.0], _QX-KxqgLm, 6457213]
[paragraph, [300.0, 352.0, 253.0, 18.0], 4iZqaDzitq, 6457213]
[paragraph, [300.0, 370.0, 253.0, 18.0], 4iZqaDzitq, 6457213]
[paragraph, [31.0, 371.0, 269.0, 18.0], JgqAMo_9eV, 6457213]
[paragraph, [31.0, 389.0, 269.0, 18.0], JgqAMo_9eV, 6457213]
[paragraph, [31.0, 407.0, 269.0, 18.0], JgqAMo_9eV, 6457213]
[paragraph, [31.0, 425.0, 269.0, 18.0], JgqAMo_9eV, 6457213]
[paragraph, [31.0, 443.0, 269.0, 18.0], JgqAMo_9eV, 6457213]
[paragraph, [31.0, 461.0, 269.0, 18.0], JgqAMo_9eV, 6457213]
[paragraph, [303.0, 393.0, 263.0, 18.0], XiQNaO8kq_, 6457213]
[paragraph, [303.0, 411.0, 263.0, 18.0], XiQNaO8kq_, 6457213]
[paragraph, [303.0, 429.0, 263.0, 18.0], XiQNaO8kq_, 6457213]
[paragraph, [303.0, 447.0, 263.0, 18.0], XiQNaO8kq_, 6457213]
[paragraph, [303.0, 465.0, 263.0, 18.0], XiQNaO8kq_, 6457213]
[paragraph, [303.0, 483.0, 263.0, 18.0], XiQNaO8kq_, 6457213]
[paragraph, [303.0, 501.0, 263.0, 18.0], XiQNaO8kq_, 6457213]
[paragraph, [303.0, 519.0, 263.0, 18.0], XiQNaO8kq_, 6457213]
[paragraph, [303.0, 537.0, 263.0, 18.0], XiQNaO8kq_, 6457213]
[paragraph, [36.0, 494.0, 265.0, 18.0], 32HzZpFvOt, 6457213]
[paragraph, [36.0, 512.0, 265.0, 18.0], 32HzZpFvOt, 6457213]
[paragraph, [36.0, 530.0, 265.0, 18.0], 32HzZpFvOt, 6457213]
[paragraph, [36.0, 548.0, 265.0, 18.0], 32HzZpFvOt, 6457213]
[paragraph, [36.0, 566.0, 265.0, 18.0], 32HzZpFvOt, 6457213]
[paragraph, [36.0, 584.0, 265.0, 18.0], 32HzZpFvOt, 6457213]
[paragraph, [300.0, 570.0, 225.0, 18.0], H43_DhA42s, 6457213]
[paragraph, [300.0, 588.0, 225.0, 18.0], H43_DhA42s, 6457213]
[paragraph, [303.0, 611.0, 263.0, 18.0], 7vUQPS-g5o, 6457213]
[paragraph, [303.0, 629.0, 263.0, 18.0], 7vUQPS-g5o, 6457213]
[paragraph, [303.0, 647.0, 263.0, 18.0], 7vUQPS-g5o, 6457213]
[paragraph, [303.0, 665.0, 263.0, 18.0], 7vUQPS-g5o, 6457213]
[paragraph, [303.0, 683.0, 263.0, 18.0], 7vUQPS-g5o, 6457213]
[paragraph, [38.0, 615.0, 264.0, 18.0], SBk5Pv1bly, 6457213]
[paragraph, [38.0, 633.0, 264.0, 18.0], SBk5Pv1bly, 6457213]
[paragraph, [34.0, 654.0, 271.0, 18.0], wrdH2FZns2, 6457213]
[paragraph, [34.0, 672.0, 271.0, 18.0], wrdH2FZns2, 6457213]
[paragraph, [34.0, 690.0, 271.0, 18.0], wrdH2FZns2, 6457213]
[paragraph, [34.0, 708.0, 271.0, 18.0], wrdH2FZns2, 6457213]
[paragraph, [34.0, 726.0, 271.0, 18.0], wrdH2FZns2, 6457213]
[paragraph, [412.0, 701.0, 161.0, 18.0], 8bOV-xHhje, 6457213]
[paragraph, [303.0, 719.0, 261.0, 18.0], pnfgEgDv5x, 6457213]
[paragraph, [303.0, 737.0, 261.0, 18.0], pnfgEgDv5x, 6457213]
[reference, [34.0, 744.0, 268.0, 18.0], shoonya_0s2JMWIWT7B7KT, 6457213]
[reference, [34.0, 762.0, 268.0, 18.0], shoonya_0s2JMWIWT7B7KT, 6457213]
[reference, [34.0, 780.0, 268.0, 18.0], shoonya_0s2JMWIWT7B7KT, 6457213]
[reference, [34.0, 798.0, 268.0, 18.0], shoonya_0s2JMWIWT7B7KT, 6457213]
[reference, [34.0, 816.0, 268.0, 18.0], shoonya_0s2JMWIWT7B7KT, 6457213]
[paragraph, [303.0, 755.0, 243.0, 18.0], yDggCrc7LB, 6457213]
[reference, [303.0, 778.0, 268.0, 18.0], Es9QgVDgRT, 6457213]
[reference, [303.0, 796.0, 268.0, 18.0], Es9QgVDgRT, 6457213]
[reference, [303.0, 814.0, 268.0, 18.0], Es9QgVDgRT, 6457213]
