[2339, 1653]
[paragraph, [389.0, 195.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 231.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 267.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 303.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 339.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 375.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 411.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 447.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 483.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 519.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 555.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 591.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 627.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 663.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 699.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 735.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [389.0, 771.0, 1071.0, 36.0], shoonya_0sR2WCSNLJG2IH, 5733760]
[paragraph, [405.0, 840.0, 1053.0, 36.0], shoonya_2sKF8GWF0U0MB2, 5733760]
[paragraph, [405.0, 876.0, 1053.0, 36.0], shoonya_2sKF8GWF0U0MB2, 5733760]
[paragraph, [405.0, 912.0, 1053.0, 36.0], shoonya_2sKF8GWF0U0MB2, 5733760]
[paragraph, [390.0, 957.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 993.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1029.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1065.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1101.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1137.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1173.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1209.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1245.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1281.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1317.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1353.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1389.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1425.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1461.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1497.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1533.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1569.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1605.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1641.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1677.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1713.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1749.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1785.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1821.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1857.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1893.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1929.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 1965.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 2001.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 2037.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[paragraph, [390.0, 2073.0, 1070.0, 36.0], shoonya_1sT8PJ4XTKR3TP, 5733760]
[folio, [1132.0, 2180.0, 274.0, 36.0], cNhy-NIZH6, 5733760]
