[1275, 750]
[folio, [301.0, 70.0, 134.0, 18.0], shoonya_5s45321NJQ7VX2, 5767371]
[folio, [301.0, 88.0, 134.0, 18.0], shoonya_5s45321NJQ7VX2, 5767371]
[paragraph, [59.0, 140.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 158.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 176.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 194.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 212.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 230.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 248.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 266.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 284.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 302.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 320.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 338.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 356.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 374.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 392.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[paragraph, [59.0, 410.0, 621.0, 18.0], shoonya_3sTBCRHACDGGUX, 5767371]
[section-title, [267.0, 455.0, 219.0, 30.0], shoonya_2sNS7V08648U2D, 5767371]
[paragraph, [60.0, 511.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 529.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 547.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 565.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 583.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 601.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 619.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 637.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 655.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 673.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 691.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 709.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 727.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 745.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 763.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 781.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 799.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 817.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 835.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 853.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 871.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 889.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 907.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 925.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 943.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 961.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 979.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 997.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1015.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1033.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1051.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1069.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1087.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1105.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1123.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1141.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1159.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
[paragraph, [60.0, 1177.0, 633.0, 18.0], shoonya_0sSPMFM1XK0RAM, 5767371]
