[2342, 1703]
[paragraph, [221.0, 73.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 109.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 145.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 181.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 217.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 253.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 289.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 325.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 361.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 397.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 433.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 469.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 505.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 541.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 577.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 613.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 649.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 685.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 721.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 757.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 793.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 829.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 865.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 901.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 937.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 973.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1009.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1045.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1081.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1117.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1153.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1189.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1225.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1261.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1297.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1333.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1369.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1405.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1441.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1477.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1513.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1549.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1585.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1621.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1657.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1693.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1729.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1765.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1801.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1837.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1873.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1909.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1945.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 1981.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 2017.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 2053.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 2089.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 2125.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 2161.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
[paragraph, [221.0, 2197.0, 1267.0, 36.0], VMPeUcs4Xw, 6491898]
