[2339, 1653]
[folio, [297.0, 206.0, 222.0, 36.0], sAYhGQiDjs, 5655231]
[section-title, [286.0, 313.0, 396.0, 52.5], shoonya_1sJBGPDFKRUF8T, 5655231]
[paragraph, [280.0, 395.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 431.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 467.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 503.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 539.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 575.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 611.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 647.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 683.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 719.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 755.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 791.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 827.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 863.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 899.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 935.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 971.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1007.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1043.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1079.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1115.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1151.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1187.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1223.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1259.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1295.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1331.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1367.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1403.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1439.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1475.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1511.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1547.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1583.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1619.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1655.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1691.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1727.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1763.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1799.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1835.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1871.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1907.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1943.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 1979.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 2015.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 2051.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
[paragraph, [280.0, 2087.0, 1086.0, 36.0], shoonya_0sQBQ0EJVV4D1S, 5655231]
