[842, 596]
[website-link, [397.0, 26.0, 138.0, 18.0], bm-DzV5JMw, 6464087]
[folio, [62.0, 28.0, 78.0, 18.0], nUEhcOnUHX, 6464087]
[paragraph, [121.0, 66.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 84.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 102.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 120.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 138.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 156.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 174.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 192.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 210.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 228.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 246.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 264.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 282.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 300.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 318.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 336.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 354.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 372.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 390.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 408.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 426.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 444.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 462.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 480.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 498.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 516.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 534.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 552.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 570.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 588.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 606.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 624.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 642.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 660.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 678.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 696.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 714.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
[paragraph, [121.0, 732.0, 372.0, 18.0], shoonya_1sCSS2FV1B4KOB, 6464087]
