[1818, 1374]
[folio, [504.0, 198.0, 370.0, 36.0], shoonya_4sSBM70ULG7VWY, 5683080]
[paragraph, [108.0, 274.0, 216.0, 36.0], 1GcYzINvZL, 5683080]
[paragraph, [698.0, 274.0, 572.0, 36.0], shoonya_17s01A6FBPQZK1, 5683080]
[paragraph, [698.0, 310.0, 572.0, 36.0], shoonya_17s01A6FBPQZK1, 5683080]
[paragraph, [698.0, 346.0, 572.0, 36.0], shoonya_17s01A6FBPQZK1, 5683080]
[paragraph, [698.0, 382.0, 572.0, 36.0], shoonya_17s01A6FBPQZK1, 5683080]
[paragraph, [698.0, 418.0, 572.0, 36.0], shoonya_17s01A6FBPQZK1, 5683080]
[paragraph, [698.0, 454.0, 572.0, 36.0], shoonya_17s01A6FBPQZK1, 5683080]
[paragraph, [113.0, 321.0, 569.0, 36.0], shoonya_10s5403BP2GS7Y, 5683080]
[paragraph, [113.0, 357.0, 569.0, 36.0], shoonya_10s5403BP2GS7Y, 5683080]
[paragraph, [113.0, 393.0, 569.0, 36.0], shoonya_10s5403BP2GS7Y, 5683080]
[paragraph, [113.0, 429.0, 569.0, 36.0], shoonya_10s5403BP2GS7Y, 5683080]
[paragraph, [113.0, 481.0, 566.0, 36.0], shoonya_2sML3PANDJO5XF, 5683080]
[paragraph, [113.0, 517.0, 566.0, 36.0], shoonya_2sML3PANDJO5XF, 5683080]
[paragraph, [113.0, 553.0, 566.0, 36.0], shoonya_2sML3PANDJO5XF, 5683080]
[paragraph, [113.0, 589.0, 566.0, 36.0], shoonya_2sML3PANDJO5XF, 5683080]
[paragraph, [113.0, 625.0, 566.0, 36.0], shoonya_2sML3PANDJO5XF, 5683080]
[paragraph, [694.0, 523.0, 573.0, 36.0], shoonya_11sI2A23X7JKJO, 5683080]
[paragraph, [694.0, 559.0, 573.0, 36.0], shoonya_11sI2A23X7JKJO, 5683080]
[paragraph, [694.0, 595.0, 573.0, 36.0], shoonya_11sI2A23X7JKJO, 5683080]
[paragraph, [694.0, 631.0, 573.0, 36.0], shoonya_11sI2A23X7JKJO, 5683080]
[paragraph, [694.0, 667.0, 573.0, 36.0], shoonya_11sI2A23X7JKJO, 5683080]
[paragraph, [694.0, 703.0, 573.0, 36.0], shoonya_11sI2A23X7JKJO, 5683080]
[paragraph, [109.0, 685.0, 572.0, 36.0], shoonya_9sMT8DC6TERL7P, 5683080]
[paragraph, [109.0, 721.0, 572.0, 36.0], shoonya_9sMT8DC6TERL7P, 5683080]
[paragraph, [109.0, 757.0, 572.0, 36.0], shoonya_9sMT8DC6TERL7P, 5683080]
[paragraph, [109.0, 793.0, 572.0, 36.0], shoonya_9sMT8DC6TERL7P, 5683080]
[paragraph, [109.0, 829.0, 572.0, 36.0], shoonya_9sMT8DC6TERL7P, 5683080]
[paragraph, [109.0, 865.0, 572.0, 36.0], shoonya_9sMT8DC6TERL7P, 5683080]
[paragraph, [702.0, 803.0, 558.0, 36.0], shoonya_12s3EXTL4V2OFL, 5683080]
[paragraph, [702.0, 839.0, 558.0, 36.0], shoonya_12s3EXTL4V2OFL, 5683080]
[paragraph, [161.0, 926.0, 175.0, 36.0], kDvCBbp-C2, 5683080]
[paragraph, [702.0, 927.0, 556.0, 36.0], shoonya_5s4LVM3SDZKBZD, 5683080]
[paragraph, [702.0, 963.0, 556.0, 36.0], shoonya_5s4LVM3SDZKBZD, 5683080]
[paragraph, [702.0, 999.0, 556.0, 36.0], shoonya_5s4LVM3SDZKBZD, 5683080]
[paragraph, [702.0, 1035.0, 556.0, 36.0], shoonya_5s4LVM3SDZKBZD, 5683080]
[paragraph, [702.0, 1071.0, 556.0, 36.0], shoonya_5s4LVM3SDZKBZD, 5683080]
[paragraph, [111.0, 967.0, 566.0, 36.0], LxQ_MdOZxI, 5683080]
[paragraph, [111.0, 1003.0, 566.0, 36.0], LxQ_MdOZxI, 5683080]
[paragraph, [104.0, 1085.0, 573.0, 36.0], AWdbVQguda, 5683080]
[paragraph, [104.0, 1121.0, 573.0, 36.0], AWdbVQguda, 5683080]
[paragraph, [104.0, 1157.0, 573.0, 36.0], AWdbVQguda, 5683080]
[paragraph, [701.0, 1127.0, 559.0, 36.0], shoonya_1sBNZ0GH3HDVY8, 5683080]
[paragraph, [701.0, 1163.0, 559.0, 36.0], shoonya_1sBNZ0GH3HDVY8, 5683080]
[paragraph, [104.0, 1205.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1241.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1277.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1313.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1349.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1385.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1421.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1457.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1493.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1529.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1565.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1601.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1637.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [104.0, 1673.0, 572.0, 36.0], shoonya_0s22AVQ7V3TX01, 5683080]
[paragraph, [695.0, 1208.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1244.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1280.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1316.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1352.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1388.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1424.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1460.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1496.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1532.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1568.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1604.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1640.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
[paragraph, [695.0, 1676.0, 568.0, 36.0], shoonya_18s5BXBABK5ZJ7, 5683080]
