[2062, 1548]
[section-title, [255.0, 355.0, 944.0, 52.5], HQy-l3WBFc, 5712894]
[paragraph, [83.0, 435.0, 1444.0, 36.0], YSPlL8psup, 5712894]
[paragraph, [83.0, 471.0, 1444.0, 36.0], YSPlL8psup, 5712894]
[paragraph, [83.0, 507.0, 1444.0, 36.0], YSPlL8psup, 5712894]
[paragraph, [83.0, 543.0, 1444.0, 36.0], YSPlL8psup, 5712894]
[paragraph, [83.0, 579.0, 1444.0, 36.0], YSPlL8psup, 5712894]
[paragraph, [83.0, 615.0, 1444.0, 36.0], YSPlL8psup, 5712894]
[paragraph, [87.0, 654.0, 1444.0, 36.0], cc8YKN_FzU, 5712894]
[paragraph, [87.0, 690.0, 1444.0, 36.0], cc8YKN_FzU, 5712894]
[paragraph, [87.0, 726.0, 1444.0, 36.0], cc8YKN_FzU, 5712894]
[paragraph, [804.0, 810.0, 732.0, 36.0], 3bhMfebjxK, 5712894]
[paragraph, [804.0, 846.0, 732.0, 36.0], 3bhMfebjxK, 5712894]
[paragraph, [804.0, 882.0, 732.0, 36.0], 3bhMfebjxK, 5712894]
[paragraph, [804.0, 918.0, 732.0, 36.0], 3bhMfebjxK, 5712894]
[paragraph, [804.0, 954.0, 732.0, 36.0], 3bhMfebjxK, 5712894]
[paragraph, [804.0, 990.0, 732.0, 36.0], 3bhMfebjxK, 5712894]
[paragraph, [214.0, 859.0, 581.0, 36.0], 7Xo6jNMvuC, 5712894]
[paragraph, [214.0, 895.0, 581.0, 36.0], 7Xo6jNMvuC, 5712894]
[paragraph, [214.0, 931.0, 581.0, 36.0], 7Xo6jNMvuC, 5712894]
[paragraph, [214.0, 967.0, 581.0, 36.0], 7Xo6jNMvuC, 5712894]
[paragraph, [64.0, 1019.0, 730.0, 36.0], 2iD2NaXujk, 5712894]
[paragraph, [64.0, 1055.0, 730.0, 36.0], 2iD2NaXujk, 5712894]
[paragraph, [64.0, 1091.0, 730.0, 36.0], 2iD2NaXujk, 5712894]
[author, [1044.0, 1046.0, 480.0, 36.0], 9YL1bgSDE7, 5712894]
[section-title, [810.0, 1097.0, 718.0, 52.5], MYt6_ImVlM, 5712894]
[paragraph, [52.0, 1154.0, 747.0, 36.0], vxaalfRW0H, 5712894]
[paragraph, [52.0, 1190.0, 747.0, 36.0], vxaalfRW0H, 5712894]
[paragraph, [52.0, 1226.0, 747.0, 36.0], vxaalfRW0H, 5712894]
[paragraph, [52.0, 1262.0, 747.0, 36.0], vxaalfRW0H, 5712894]
[paragraph, [52.0, 1298.0, 747.0, 36.0], vxaalfRW0H, 5712894]
[paragraph, [52.0, 1334.0, 747.0, 36.0], vxaalfRW0H, 5712894]
[paragraph, [52.0, 1370.0, 747.0, 36.0], vxaalfRW0H, 5712894]
[paragraph, [987.0, 1183.0, 544.0, 36.0], k8Do3Dq74V, 5712894]
[paragraph, [987.0, 1219.0, 544.0, 36.0], k8Do3Dq74V, 5712894]
[paragraph, [987.0, 1255.0, 544.0, 36.0], k8Do3Dq74V, 5712894]
[paragraph, [987.0, 1291.0, 544.0, 36.0], k8Do3Dq74V, 5712894]
[paragraph, [987.0, 1327.0, 544.0, 36.0], k8Do3Dq74V, 5712894]
[paragraph, [810.0, 1376.0, 726.0, 36.0], Cgnb1WvJlu, 5712894]
[author, [76.0, 1423.0, 714.0, 36.0], TPvcBX-MH9, 5712894]
[author, [76.0, 1459.0, 714.0, 36.0], TPvcBX-MH9, 5712894]
[paragraph, [806.0, 1441.0, 730.0, 36.0], QIygnOFCDk, 5712894]
[paragraph, [806.0, 1477.0, 730.0, 36.0], QIygnOFCDk, 5712894]
[paragraph, [806.0, 1513.0, 730.0, 36.0], QIygnOFCDk, 5712894]
[paragraph, [806.0, 1549.0, 730.0, 36.0], QIygnOFCDk, 5712894]
[paragraph, [806.0, 1585.0, 730.0, 36.0], QIygnOFCDk, 5712894]
[paragraph, [70.0, 1507.0, 568.0, 36.0], 5SZGZzbxPo, 5712894]
[paragraph, [70.0, 1543.0, 568.0, 36.0], 5SZGZzbxPo, 5712894]
[paragraph, [70.0, 1579.0, 568.0, 36.0], 5SZGZzbxPo, 5712894]
[paragraph, [70.0, 1615.0, 568.0, 36.0], 5SZGZzbxPo, 5712894]
[paragraph, [806.0, 1636.0, 724.0, 36.0], shoonya_3sX66C0UDDCRA5, 5712894]
[paragraph, [806.0, 1672.0, 724.0, 36.0], shoonya_3sX66C0UDDCRA5, 5712894]
[paragraph, [806.0, 1708.0, 724.0, 36.0], shoonya_3sX66C0UDDCRA5, 5712894]
[paragraph, [806.0, 1744.0, 724.0, 36.0], shoonya_3sX66C0UDDCRA5, 5712894]
[paragraph, [64.0, 1665.0, 728.0, 36.0], puLHtXUKlc, 5712894]
[paragraph, [64.0, 1701.0, 728.0, 36.0], puLHtXUKlc, 5712894]
[paragraph, [64.0, 1737.0, 728.0, 36.0], puLHtXUKlc, 5712894]
[paragraph, [64.0, 1773.0, 728.0, 36.0], puLHtXUKlc, 5712894]
[paragraph, [806.0, 1808.0, 726.0, 36.0], shoonya_5sYI4PF7JAK95V, 5712894]
[paragraph, [806.0, 1844.0, 726.0, 36.0], shoonya_5sYI4PF7JAK95V, 5712894]
[paragraph, [806.0, 1880.0, 726.0, 36.0], shoonya_5sYI4PF7JAK95V, 5712894]
