[1787, 1218]
[chapter-title, [486.0, 282.0, 251.0, 58.5], LSI6oGhuuo, 5652244]
[author, [900.0, 381.0, 213.0, 36.0], I6qh729qaO, 5652244]
[paragraph, [102.0, 470.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 506.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 542.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 578.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 614.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 650.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 686.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 722.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 758.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 794.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 830.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 866.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 902.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 938.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 974.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1010.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1046.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1082.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1118.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1154.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1190.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1226.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1262.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1298.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1334.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1370.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1406.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1442.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [102.0, 1478.0, 1020.0, 36.0], shoonya_0sLY9R0Y3XU0EU, 5652244]
[paragraph, [101.0, 1517.0, 1019.0, 36.0], PtyM83g_3v, 5652244]
[paragraph, [101.0, 1553.0, 1019.0, 36.0], PtyM83g_3v, 5652244]
[footnote, [455.0, 1637.0, 224.0, 36.0], YNSEkRd0iM, 5652244]
