[3508, 2481]
[contact-info, [696.0, 99.0, 1091.0, 52.5], Lcy1iDyZHH, 6490751]
[contact-info, [696.0, 151.5, 1091.0, 52.5], Lcy1iDyZHH, 6490751]
[contact-info, [208.0, 267.0, 823.0, 52.5], 1ol4_FvxDK, 6490751]
[contact-info, [208.0, 319.5, 823.0, 52.5], 1ol4_FvxDK, 6490751]
[contact-info, [208.0, 372.0, 823.0, 52.5], 1ol4_FvxDK, 6490751]
[contact-info, [1535.0, 273.0, 792.0, 52.5], 4CtnEqxWXf, 6490751]
[contact-info, [1535.0, 325.5, 792.0, 52.5], 4CtnEqxWXf, 6490751]
[contact-info, [1535.0, 378.0, 792.0, 52.5], 4CtnEqxWXf, 6490751]
[website-link, [1759.0, 342.0, 401.0, 18.0], jmPSJyyyNp, 6490751]
[website-link, [1759.0, 360.0, 401.0, 18.0], jmPSJyyyNp, 6490751]
[website-link, [1784.0, 407.0, 422.0, 18.0], T4L1KuTGug, 6490751]
[website-link, [1784.0, 425.0, 422.0, 18.0], T4L1KuTGug, 6490751]
[website-link, [1784.0, 443.0, 422.0, 18.0], T4L1KuTGug, 6490751]
[headline, [715.0, 506.0, 1060.0, 52.5], xnVE49NDbr, 6490751]
[headline, [715.0, 558.5, 1060.0, 52.5], xnVE49NDbr, 6490751]
[paragraph, [208.0, 743.0, 1221.0, 52.5], FttHJDIZnv, 6490751]
[dateline, [211.0, 1004.0, 447.0, 52.5], L14wH92aVp, 6490751]
[paragraph, [198.0, 1262.0, 478.0, 52.5], -iNw_BpK9L, 6490751]
[paragraph, [208.0, 1377.0, 2070.0, 52.5], M9HfMm5XIS, 6490751]
[paragraph, [208.0, 1429.5, 2070.0, 52.5], M9HfMm5XIS, 6490751]
[paragraph, [208.0, 1482.0, 2070.0, 52.5], M9HfMm5XIS, 6490751]
[paragraph, [208.0, 1534.5, 2070.0, 52.5], M9HfMm5XIS, 6490751]
[paragraph, [208.0, 1587.0, 2070.0, 52.5], M9HfMm5XIS, 6490751]
[paragraph, [208.0, 1639.5, 2070.0, 52.5], M9HfMm5XIS, 6490751]
[paragraph, [192.0, 1741.0, 2070.0, 52.5], 2TSiVAFPBQ, 6490751]
[paragraph, [192.0, 1793.5, 2070.0, 52.5], 2TSiVAFPBQ, 6490751]
[paragraph, [192.0, 1846.0, 2070.0, 52.5], 2TSiVAFPBQ, 6490751]
[paragraph, [192.0, 1898.5, 2070.0, 52.5], 2TSiVAFPBQ, 6490751]
[paragraph, [192.0, 1951.0, 2070.0, 52.5], 2TSiVAFPBQ, 6490751]
[paragraph, [192.0, 2003.5, 2070.0, 52.5], 2TSiVAFPBQ, 6490751]
[paragraph, [192.0, 2056.0, 2070.0, 52.5], 2TSiVAFPBQ, 6490751]
[paragraph, [217.0, 2120.0, 2145.0, 52.5], 30L0tNGyE1, 6490751]
[paragraph, [217.0, 2172.5, 2145.0, 52.5], 30L0tNGyE1, 6490751]
[paragraph, [217.0, 2225.0, 2145.0, 52.5], 30L0tNGyE1, 6490751]
[paragraph, [217.0, 2277.5, 2145.0, 52.5], 30L0tNGyE1, 6490751]
[paragraph, [217.0, 2330.0, 2145.0, 52.5], 30L0tNGyE1, 6490751]
[contact-info, [1775.0, 2739.0, 497.0, 52.5], B_dx4q_2Cr, 6490751]
[contact-info, [1775.0, 2791.5, 497.0, 52.5], B_dx4q_2Cr, 6490751]
[contact-info, [948.0, 3277.0, 550.0, 52.5], WWK9uZDWdV, 6490751]
