[792, 612]
[section-title, [175.0, 22.0, 259.0, 30.0], iWI98zvqXC, 5756664]
[sub-section-title, [237.0, 64.0, 134.0, 25.5], shoonya_12sRAG1RZSTAGT, 5756664]
[sub-section-title, [237.0, 89.5, 134.0, 25.5], shoonya_12sRAG1RZSTAGT, 5756664]
[sidebar, [70.0, 115.0, 62.0, 18.0], shoonya_4s81ESLR0I585N, 5756664]
[sidebar, [364.0, 115.0, 204.0, 18.0], soqMlaCsEx, 5756664]
[sidebar, [364.0, 133.0, 204.0, 18.0], soqMlaCsEx, 5756664]
[sidebar, [364.0, 151.0, 204.0, 18.0], soqMlaCsEx, 5756664]
[paragraph, [79.0, 184.0, 444.0, 18.0], hAce6ojqCP, 5756664]
[paragraph, [79.0, 202.0, 444.0, 18.0], hAce6ojqCP, 5756664]
[ordered-list, [76.0, 224.0, 448.0, 18.0], shoonya_0sZXJYQL7JY17I, 5756664]
[ordered-list, [76.0, 242.0, 448.0, 18.0], shoonya_0sZXJYQL7JY17I, 5756664]
[ordered-list, [76.0, 260.0, 448.0, 18.0], shoonya_0sZXJYQL7JY17I, 5756664]
[ordered-list, [76.0, 278.0, 448.0, 18.0], shoonya_0sZXJYQL7JY17I, 5756664]
[ordered-list, [76.0, 296.0, 448.0, 18.0], shoonya_0sZXJYQL7JY17I, 5756664]
[ordered-list, [76.0, 314.0, 448.0, 18.0], shoonya_0sZXJYQL7JY17I, 5756664]
[ordered-list, [76.0, 332.0, 448.0, 18.0], shoonya_0sZXJYQL7JY17I, 5756664]
[ordered-list, [76.0, 350.0, 448.0, 18.0], shoonya_0sZXJYQL7JY17I, 5756664]
[paragraph, [100.0, 399.0, 167.0, 18.0], lKrtT65WCs, 5756664]
[ordered-list, [105.0, 418.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[ordered-list, [105.0, 436.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[ordered-list, [105.0, 454.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[ordered-list, [105.0, 472.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[ordered-list, [105.0, 490.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[ordered-list, [105.0, 508.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[ordered-list, [105.0, 526.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[ordered-list, [105.0, 544.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[ordered-list, [105.0, 562.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[ordered-list, [105.0, 580.0, 403.0, 18.0], 6A1k8MsPsf, 5756664]
[sub-ordered-list, [129.0, 418.0, 375.0, 18.0], IE452gxCfN, 5756664]
[sub-ordered-list, [129.0, 436.0, 375.0, 18.0], IE452gxCfN, 5756664]
[sub-ordered-list, [129.0, 454.0, 375.0, 18.0], IE452gxCfN, 5756664]
[sub-ordered-list, [129.0, 472.0, 375.0, 18.0], IE452gxCfN, 5756664]
[sub-ordered-list, [129.0, 490.0, 375.0, 18.0], IE452gxCfN, 5756664]
[sub-ordered-list, [129.0, 508.0, 375.0, 18.0], IE452gxCfN, 5756664]
[sub-ordered-list, [129.0, 526.0, 375.0, 18.0], IE452gxCfN, 5756664]
[sub-ordered-list, [129.0, 544.0, 375.0, 18.0], IE452gxCfN, 5756664]
[sub-ordered-list, [129.0, 562.0, 375.0, 18.0], IE452gxCfN, 5756664]
[sub-ordered-list, [129.0, 580.0, 375.0, 18.0], IE452gxCfN, 5756664]
[subsub-ordered-list, [130.0, 454.0, 375.0, 18.0], bpchY7huNf, 5756664]
[subsub-ordered-list, [130.0, 472.0, 375.0, 18.0], bpchY7huNf, 5756664]
[subsub-ordered-list, [130.0, 490.0, 375.0, 18.0], bpchY7huNf, 5756664]
[subsub-ordered-list, [130.0, 508.0, 375.0, 18.0], bpchY7huNf, 5756664]
[subsub-ordered-list, [130.0, 526.0, 375.0, 18.0], bpchY7huNf, 5756664]
[subsub-ordered-list, [130.0, 544.0, 375.0, 18.0], bpchY7huNf, 5756664]
[subsub-ordered-list, [130.0, 562.0, 375.0, 18.0], bpchY7huNf, 5756664]
[subsub-ordered-list, [130.0, 580.0, 375.0, 18.0], bpchY7huNf, 5756664]
[sidebar, [192.0, 619.0, 227.0, 18.0], z2Uxw4yATi, 5756664]
[sidebar, [192.0, 637.0, 227.0, 18.0], z2Uxw4yATi, 5756664]
[sidebar, [192.0, 655.0, 227.0, 18.0], z2Uxw4yATi, 5756664]
[sidebar, [192.0, 673.0, 227.0, 18.0], z2Uxw4yATi, 5756664]
[sidebar, [192.0, 691.0, 227.0, 18.0], z2Uxw4yATi, 5756664]
[sidebar, [192.0, 709.0, 227.0, 18.0], z2Uxw4yATi, 5756664]
[sidebar, [192.0, 727.0, 227.0, 18.0], z2Uxw4yATi, 5756664]
[paragraph, [125.0, 751.0, 366.0, 18.0], qY6PVoMXq5, 5756664]
