[2454, 1870]
[paragraph, [679.0, 142.0, 476.0, 36.0], gCi0TJvYC2, 5693736]
[paragraph, [679.0, 178.0, 476.0, 36.0], gCi0TJvYC2, 5693736]
[paragraph, [679.0, 214.0, 476.0, 36.0], gCi0TJvYC2, 5693736]
[paragraph, [679.0, 250.0, 476.0, 36.0], gCi0TJvYC2, 5693736]
[paragraph, [679.0, 286.0, 476.0, 36.0], gCi0TJvYC2, 5693736]
[paragraph, [679.0, 322.0, 476.0, 36.0], gCi0TJvYC2, 5693736]
[paragraph, [679.0, 358.0, 476.0, 36.0], gCi0TJvYC2, 5693736]
[paragraph, [679.0, 394.0, 476.0, 36.0], gCi0TJvYC2, 5693736]
[paragraph, [146.0, 143.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 179.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 215.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 251.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 287.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 323.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 359.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 395.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 431.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 467.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 503.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 539.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 575.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 611.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 647.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 683.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 719.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 755.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[paragraph, [146.0, 791.0, 485.0, 36.0], shoonya_0s1L8MYU8XN816, 5693736]
[answer, [1199.0, 181.0, 499.0, 36.0], CdZkgh8K-T, 5693736]
[answer, [1199.0, 217.0, 499.0, 36.0], CdZkgh8K-T, 5693736]
[answer, [1199.0, 253.0, 499.0, 36.0], CdZkgh8K-T, 5693736]
[answer, [1199.0, 289.0, 499.0, 36.0], CdZkgh8K-T, 5693736]
[answer, [1199.0, 325.0, 499.0, 36.0], CdZkgh8K-T, 5693736]
[answer, [1199.0, 361.0, 499.0, 36.0], CdZkgh8K-T, 5693736]
[paragraph, [1209.0, 457.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 493.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 529.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 565.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 601.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 637.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 673.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 709.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 745.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 781.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 817.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 853.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 889.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 925.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 961.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 997.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 1033.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 1069.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 1105.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 1141.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [1209.0, 1177.0, 494.0, 36.0], sS5qZAXXoV, 5693736]
[paragraph, [681.0, 471.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 507.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 543.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 579.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 615.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 651.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 687.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 723.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 759.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 795.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 831.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 867.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 903.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 939.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [681.0, 975.0, 499.0, 36.0], omLsp_igA9, 5693736]
[paragraph, [156.0, 846.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 882.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 918.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 954.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 990.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 1026.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 1062.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 1098.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 1134.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 1170.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 1206.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 1242.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 1278.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [156.0, 1314.0, 487.0, 36.0], Kd8PZJx4h6, 5693736]
[paragraph, [1206.0, 1227.0, 501.0, 36.0], bT3hv9l-NB, 5693736]
[paragraph, [1206.0, 1263.0, 501.0, 36.0], bT3hv9l-NB, 5693736]
[paragraph, [1206.0, 1299.0, 501.0, 36.0], bT3hv9l-NB, 5693736]
[paragraph, [1206.0, 1335.0, 501.0, 36.0], bT3hv9l-NB, 5693736]
[paragraph, [1206.0, 1371.0, 501.0, 36.0], bT3hv9l-NB, 5693736]
[paragraph, [158.0, 1362.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1398.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1434.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1470.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1506.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1542.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1578.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1614.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1650.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1686.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1722.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1758.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1794.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1830.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1866.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1902.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1938.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 1974.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 2010.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 2046.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 2082.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 2118.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 2154.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 2190.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [158.0, 2226.0, 483.0, 36.0], LsvvTJ6CF8, 5693736]
[paragraph, [1209.0, 1457.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1493.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1529.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1565.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1601.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1637.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1673.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1709.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1745.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1781.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1817.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1853.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1889.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1925.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1961.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 1997.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 2033.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 2069.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 2105.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 2141.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 2177.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[paragraph, [1209.0, 2213.0, 504.0, 36.0], 3uwAqLGlOG, 5693736]
[folio, [1582.0, 2279.0, 284.0, 36.0], fPvv14d60Q, 5693736]
