[1162, 749]
[folio, [293.0, 70.0, 142.0, 18.0], shoonya_2sQJDJ9L2SVLXR, 5700293]
[folio, [293.0, 88.0, 142.0, 18.0], shoonya_2sQJDJ9L2SVLXR, 5700293]
[paragraph, [66.0, 120.0, 610.0, 18.0], shoonya_0s4G8UKT47WPAV, 5700293]
[paragraph, [66.0, 138.0, 610.0, 18.0], shoonya_0s4G8UKT47WPAV, 5700293]
[paragraph, [66.0, 156.0, 610.0, 18.0], shoonya_0s4G8UKT47WPAV, 5700293]
[paragraph, [64.0, 194.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 212.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 230.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 248.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 266.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 284.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 302.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 320.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 338.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 356.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 374.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 392.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 410.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 428.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [64.0, 446.0, 613.0, 18.0], Mt3ehlKWv6, 5700293]
[paragraph, [63.0, 470.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 488.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 506.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 524.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 542.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 560.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 578.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 596.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 614.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 632.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 650.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 668.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 686.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 704.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 722.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 740.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 758.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 776.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 794.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 812.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 830.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 848.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 866.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 884.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 902.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 920.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 938.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 956.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 974.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 992.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 1010.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [63.0, 1028.0, 617.0, 18.0], shoonya_1s6ROZGWNDNZAT, 5700293]
[paragraph, [111.0, 1060.0, 568.0, 18.0], SvMUI-0VHX, 5700293]
