[3020, 1800]
[paragraph, [914.0, 404.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 456.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 509.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 561.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 614.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 666.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 719.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 771.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 824.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 876.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 929.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 981.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1034.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1086.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1139.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1191.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1244.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1296.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1349.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1401.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1454.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1506.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1559.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1611.5, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [914.0, 1664.0, 821.0, 52.5], shoonya_0sAUH1RZMYBS82, 5694386]
[paragraph, [76.0, 417.0, 820.0, 52.5], shoonya_20sW0SB80EM6JP, 5694386]
[paragraph, [76.0, 469.5, 820.0, 52.5], shoonya_20sW0SB80EM6JP, 5694386]
[paragraph, [76.0, 522.0, 820.0, 52.5], shoonya_20sW0SB80EM6JP, 5694386]
[paragraph, [76.0, 574.5, 820.0, 52.5], shoonya_20sW0SB80EM6JP, 5694386]
[paragraph, [81.0, 667.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 719.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 772.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 824.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 877.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 929.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 982.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1034.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1087.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1139.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1192.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1244.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1297.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1349.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1402.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1454.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1507.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1559.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1612.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1664.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1717.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1769.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1822.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1874.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1927.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 1979.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 2032.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 2084.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 2137.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 2189.5, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [81.0, 2242.0, 818.0, 52.5], Gdh3V3oojy, 5694386]
[paragraph, [914.0, 1730.0, 819.0, 52.5], shoonya_5sX9XGWZ4I1ZXI, 5694386]
[paragraph, [914.0, 1782.5, 819.0, 52.5], shoonya_5sX9XGWZ4I1ZXI, 5694386]
[paragraph, [914.0, 1835.0, 819.0, 52.5], shoonya_5sX9XGWZ4I1ZXI, 5694386]
[paragraph, [914.0, 1930.0, 816.0, 52.5], shoonya_8sP4B3ZCDYRUAS, 5694386]
[paragraph, [914.0, 1982.5, 816.0, 52.5], shoonya_8sP4B3ZCDYRUAS, 5694386]
[paragraph, [914.0, 2035.0, 816.0, 52.5], shoonya_8sP4B3ZCDYRUAS, 5694386]
[paragraph, [914.0, 2087.5, 816.0, 52.5], shoonya_8sP4B3ZCDYRUAS, 5694386]
[paragraph, [914.0, 2140.0, 816.0, 52.5], shoonya_8sP4B3ZCDYRUAS, 5694386]
[paragraph, [914.0, 2192.5, 816.0, 52.5], shoonya_8sP4B3ZCDYRUAS, 5694386]
[paragraph, [914.0, 2245.0, 816.0, 52.5], shoonya_8sP4B3ZCDYRUAS, 5694386]
[paragraph, [914.0, 2297.5, 816.0, 52.5], shoonya_8sP4B3ZCDYRUAS, 5694386]
[paragraph, [918.0, 2411.0, 816.0, 52.5], shoonya_1sLXUOJLUIBO1P, 5694386]
[paragraph, [918.0, 2463.5, 816.0, 52.5], shoonya_1sLXUOJLUIBO1P, 5694386]
[paragraph, [918.0, 2516.0, 816.0, 52.5], shoonya_1sLXUOJLUIBO1P, 5694386]
[paragraph, [918.0, 2568.5, 816.0, 52.5], shoonya_1sLXUOJLUIBO1P, 5694386]
[paragraph, [918.0, 2621.0, 816.0, 52.5], shoonya_1sLXUOJLUIBO1P, 5694386]
[paragraph, [76.0, 2450.0, 825.0, 52.5], shoonya_3s3HJ1WGPP5OFB, 5694386]
[paragraph, [76.0, 2502.5, 825.0, 52.5], shoonya_3s3HJ1WGPP5OFB, 5694386]
[paragraph, [76.0, 2555.0, 825.0, 52.5], shoonya_3s3HJ1WGPP5OFB, 5694386]
[paragraph, [76.0, 2607.5, 825.0, 52.5], shoonya_3s3HJ1WGPP5OFB, 5694386]
[paragraph, [76.0, 2660.0, 825.0, 52.5], shoonya_3s3HJ1WGPP5OFB, 5694386]
[paragraph, [76.0, 2712.5, 825.0, 52.5], shoonya_3s3HJ1WGPP5OFB, 5694386]
[paragraph, [76.0, 2765.0, 825.0, 52.5], shoonya_3s3HJ1WGPP5OFB, 5694386]
[paragraph, [76.0, 2817.5, 825.0, 52.5], shoonya_3s3HJ1WGPP5OFB, 5694386]
[paragraph, [921.0, 2714.0, 818.0, 52.5], shoonya_2s1VFKSYCUNXW1, 5694386]
[paragraph, [921.0, 2766.5, 818.0, 52.5], shoonya_2s1VFKSYCUNXW1, 5694386]
[paragraph, [921.0, 2819.0, 818.0, 52.5], shoonya_2s1VFKSYCUNXW1, 5694386]
