[2338, 1659]
[section-title, [142.0, 276.0, 351.0, 52.5], QTNk9eG7rA, 5658847]
[ordered-list, [201.0, 429.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 465.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 501.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 537.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 573.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 609.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 645.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 681.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 717.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 753.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 789.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 825.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 861.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 897.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 933.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 969.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1005.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1041.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1077.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1113.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1149.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1185.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1221.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1257.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1293.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1329.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
[ordered-list, [201.0, 1365.0, 1219.0, 36.0], shoonya_0s08Y2OBSWSH09, 5658847]
