[872, 624]
[section-title, [33.0, 93.0, 191.0, 30.0], shoonya_7sCNRCVMJL2JL1, 5771639]
[unordered-list, [30.0, 181.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 199.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 217.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 235.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 253.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 271.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 289.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 307.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 325.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 343.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 361.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 379.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 397.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 415.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 433.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 451.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[unordered-list, [30.0, 469.0, 286.0, 18.0], shoonya_1sV8RMPQIXMTTU, 5771639]
[paragraph, [41.0, 535.0, 530.0, 18.0], YfLJ_bbJ2l, 5771639]
[paragraph, [41.0, 553.0, 530.0, 18.0], YfLJ_bbJ2l, 5771639]
[paragraph, [41.0, 571.0, 530.0, 18.0], YfLJ_bbJ2l, 5771639]
[paragraph, [41.0, 589.0, 530.0, 18.0], YfLJ_bbJ2l, 5771639]
[figure-caption, [188.0, 618.0, 168.0, 18.0], uGmGpAJegm, 5771639]
[figure-caption, [188.0, 636.0, 168.0, 18.0], uGmGpAJegm, 5771639]
[figure-caption, [188.0, 654.0, 168.0, 18.0], uGmGpAJegm, 5771639]
[figure-caption, [188.0, 672.0, 168.0, 18.0], uGmGpAJegm, 5771639]
[figure-caption, [188.0, 690.0, 168.0, 18.0], uGmGpAJegm, 5771639]
[figure-caption, [251.0, 728.0, 182.0, 18.0], L3eGpijNyG, 5771639]
[figure-caption, [251.0, 746.0, 182.0, 18.0], L3eGpijNyG, 5771639]
[figure-caption, [251.0, 764.0, 182.0, 18.0], L3eGpijNyG, 5771639]
[figure-caption, [251.0, 782.0, 182.0, 18.0], L3eGpijNyG, 5771639]
[figure-caption, [251.0, 800.0, 182.0, 18.0], L3eGpijNyG, 5771639]
[folio, [9.0, 834.0, 161.0, 18.0], ZXnsb6F1un, 5771639]
