[567, 454]
[chapter-title, [299.0, 154.0, 98.0, 30.0], 0e8NMcs0IG, 6460134]
[paragraph, [236.0, 197.0, 187.0, 18.0], u25Kb8X8al, 6460134]
[paragraph, [236.0, 215.0, 187.0, 18.0], u25Kb8X8al, 6460134]
[paragraph, [236.0, 233.0, 187.0, 18.0], u25Kb8X8al, 6460134]
[paragraph, [236.0, 251.0, 187.0, 18.0], u25Kb8X8al, 6460134]
[paragraph, [38.0, 199.0, 192.0, 18.0], utwlf8_lS8, 6460134]
[paragraph, [38.0, 217.0, 192.0, 18.0], utwlf8_lS8, 6460134]
[paragraph, [38.0, 235.0, 192.0, 18.0], utwlf8_lS8, 6460134]
[paragraph, [38.0, 253.0, 192.0, 18.0], utwlf8_lS8, 6460134]
[paragraph, [38.0, 271.0, 192.0, 18.0], utwlf8_lS8, 6460134]
[paragraph, [38.0, 289.0, 192.0, 18.0], utwlf8_lS8, 6460134]
[paragraph, [38.0, 307.0, 192.0, 18.0], utwlf8_lS8, 6460134]
[paragraph, [38.0, 325.0, 192.0, 18.0], utwlf8_lS8, 6460134]
[paragraph, [38.0, 343.0, 192.0, 18.0], utwlf8_lS8, 6460134]
[paragraph, [237.0, 276.0, 190.0, 18.0], M4W3ZyMh3r, 6460134]
[paragraph, [237.0, 294.0, 190.0, 18.0], M4W3ZyMh3r, 6460134]
[paragraph, [237.0, 312.0, 190.0, 18.0], M4W3ZyMh3r, 6460134]
[paragraph, [237.0, 330.0, 190.0, 18.0], M4W3ZyMh3r, 6460134]
[paragraph, [236.0, 350.0, 187.0, 18.0], Ln29jMP0KC, 6460134]
[paragraph, [236.0, 368.0, 187.0, 18.0], Ln29jMP0KC, 6460134]
[paragraph, [236.0, 386.0, 187.0, 18.0], Ln29jMP0KC, 6460134]
[paragraph, [236.0, 404.0, 187.0, 18.0], Ln29jMP0KC, 6460134]
[paragraph, [236.0, 422.0, 187.0, 18.0], Ln29jMP0KC, 6460134]
[paragraph, [236.0, 440.0, 187.0, 18.0], Ln29jMP0KC, 6460134]
[paragraph, [38.0, 370.0, 196.0, 18.0], MA5ipTU2Ku, 6460134]
[paragraph, [38.0, 388.0, 196.0, 18.0], MA5ipTU2Ku, 6460134]
[paragraph, [38.0, 406.0, 196.0, 18.0], MA5ipTU2Ku, 6460134]
[paragraph, [38.0, 424.0, 196.0, 18.0], MA5ipTU2Ku, 6460134]
[paragraph, [39.0, 441.0, 196.0, 18.0], Urew-cBePs, 6460134]
[paragraph, [39.0, 459.0, 196.0, 18.0], Urew-cBePs, 6460134]
[paragraph, [39.0, 477.0, 196.0, 18.0], Urew-cBePs, 6460134]
[paragraph, [39.0, 495.0, 196.0, 18.0], Urew-cBePs, 6460134]
[paragraph, [233.0, 461.0, 196.0, 18.0], 3gQ9A5A_2c, 6460134]
[paragraph, [233.0, 479.0, 196.0, 18.0], 3gQ9A5A_2c, 6460134]
[paragraph, [233.0, 497.0, 196.0, 18.0], 3gQ9A5A_2c, 6460134]
[folio, [203.0, 526.0, 62.0, 18.0], acn50gma6s, 6460134]
