[2097, 1516]
[folio, [47.0, 30.0, 416.0, 36.0], c6OdnE_7iR, 5712714]
[folio, [1278.0, 107.0, 172.0, 36.0], z_WgvmlrUG, 5712714]
[paragraph, [218.0, 203.0, 1216.0, 36.0], gZty2T6oVb, 5712714]
[paragraph, [218.0, 239.0, 1216.0, 36.0], gZty2T6oVb, 5712714]
[paragraph, [218.0, 275.0, 1216.0, 36.0], gZty2T6oVb, 5712714]
[paragraph, [218.0, 311.0, 1216.0, 36.0], gZty2T6oVb, 5712714]
[paragraph, [218.0, 347.0, 1216.0, 36.0], gZty2T6oVb, 5712714]
[paragraph, [218.0, 383.0, 1216.0, 36.0], gZty2T6oVb, 5712714]
[paragraph, [24.0, 428.0, 1439.0, 36.0], MGIQVwp9cJ, 5712714]
[paragraph, [24.0, 464.0, 1439.0, 36.0], MGIQVwp9cJ, 5712714]
[paragraph, [751.0, 542.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 578.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 614.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 650.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 686.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 722.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 758.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 794.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 830.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 866.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 902.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 938.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 974.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[paragraph, [751.0, 1010.0, 697.0, 36.0], shoonya_12sZ3JMWFHBIQF, 5712714]
[contact-info, [101.0, 599.0, 543.0, 36.0], shoonya_11sCQHTGG79N1Y, 5712714]
[paragraph, [78.0, 698.0, 98.0, 36.0], shoonya_5s1XZHBMC8NVHL, 5712714]
[paragraph, [32.0, 744.0, 706.0, 36.0], shoonya_9s8KKT41IDJY42, 5712714]
[paragraph, [32.0, 780.0, 706.0, 36.0], shoonya_9s8KKT41IDJY42, 5712714]
[paragraph, [32.0, 816.0, 706.0, 36.0], shoonya_9s8KKT41IDJY42, 5712714]
[paragraph, [34.0, 880.0, 703.0, 36.0], OQGGi5fhzC, 5712714]
[paragraph, [34.0, 916.0, 703.0, 36.0], OQGGi5fhzC, 5712714]
[paragraph, [31.0, 954.0, 701.0, 36.0], shoonya_14sOZ59KWIMHN9, 5712714]
[paragraph, [31.0, 990.0, 701.0, 36.0], shoonya_14sOZ59KWIMHN9, 5712714]
[paragraph, [31.0, 1026.0, 701.0, 36.0], shoonya_14sOZ59KWIMHN9, 5712714]
[paragraph, [31.0, 1062.0, 701.0, 36.0], shoonya_14sOZ59KWIMHN9, 5712714]
[paragraph, [31.0, 1098.0, 701.0, 36.0], shoonya_14sOZ59KWIMHN9, 5712714]
[paragraph, [31.0, 1134.0, 701.0, 36.0], shoonya_14sOZ59KWIMHN9, 5712714]
[paragraph, [31.0, 1170.0, 701.0, 36.0], shoonya_14sOZ59KWIMHN9, 5712714]
[paragraph, [31.0, 1206.0, 701.0, 36.0], shoonya_14sOZ59KWIMHN9, 5712714]
[paragraph, [31.0, 1242.0, 701.0, 36.0], shoonya_14sOZ59KWIMHN9, 5712714]
[paragraph, [742.0, 1028.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1064.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1100.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1136.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1172.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1208.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1244.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1280.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1316.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1352.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1388.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [742.0, 1424.0, 706.0, 36.0], shoonya_1sBZ0XXB6UJJXK, 5712714]
[paragraph, [30.0, 1299.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1335.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1371.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1407.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1443.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1479.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1515.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1551.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1587.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1623.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [30.0, 1659.0, 699.0, 36.0], shoonya_0sK577H343JRTJ, 5712714]
[paragraph, [751.0, 1483.0, 697.0, 36.0], shoonya_3sBW4S9HFUT22N, 5712714]
[paragraph, [751.0, 1519.0, 697.0, 36.0], shoonya_3sBW4S9HFUT22N, 5712714]
[paragraph, [751.0, 1555.0, 697.0, 36.0], shoonya_3sBW4S9HFUT22N, 5712714]
[paragraph, [751.0, 1591.0, 697.0, 36.0], shoonya_3sBW4S9HFUT22N, 5712714]
[paragraph, [751.0, 1627.0, 697.0, 36.0], shoonya_3sBW4S9HFUT22N, 5712714]
[paragraph, [751.0, 1663.0, 697.0, 36.0], shoonya_3sBW4S9HFUT22N, 5712714]
[paragraph, [751.0, 1699.0, 697.0, 36.0], shoonya_3sBW4S9HFUT22N, 5712714]
[paragraph, [751.0, 1735.0, 697.0, 36.0], shoonya_3sBW4S9HFUT22N, 5712714]
[paragraph, [751.0, 1771.0, 697.0, 36.0], shoonya_3sBW4S9HFUT22N, 5712714]
[paragraph, [29.0, 1733.0, 701.0, 36.0], shoonya_2s4P00SCGV0BBA, 5712714]
[paragraph, [29.0, 1769.0, 701.0, 36.0], shoonya_2s4P00SCGV0BBA, 5712714]
[paragraph, [29.0, 1805.0, 701.0, 36.0], shoonya_2s4P00SCGV0BBA, 5712714]
[paragraph, [29.0, 1841.0, 701.0, 36.0], shoonya_2s4P00SCGV0BBA, 5712714]
[paragraph, [29.0, 1877.0, 701.0, 36.0], shoonya_2s4P00SCGV0BBA, 5712714]
[paragraph, [29.0, 1913.0, 701.0, 36.0], shoonya_2s4P00SCGV0BBA, 5712714]
[paragraph, [29.0, 1949.0, 701.0, 36.0], shoonya_2s4P00SCGV0BBA, 5712714]
[paragraph, [746.0, 1821.0, 709.0, 36.0], shoonya_4sCXTIOQYB5DG4, 5712714]
[paragraph, [746.0, 1857.0, 709.0, 36.0], shoonya_4sCXTIOQYB5DG4, 5712714]
[paragraph, [746.0, 1893.0, 709.0, 36.0], shoonya_4sCXTIOQYB5DG4, 5712714]
[jumpline, [1302.0, 1968.0, 150.0, 36.0], shoonya_8sTKWSI9JAXD3H, 5712714]
