[1787, 1218]
[paragraph, [112.0, 99.0, 1001.0, 36.0], shoonya_6sXBLK6CG8FZQX, 5651078]
[paragraph, [112.0, 135.0, 1001.0, 36.0], shoonya_6sXBLK6CG8FZQX, 5651078]
[paragraph, [112.0, 171.0, 1001.0, 36.0], shoonya_6sXBLK6CG8FZQX, 5651078]
[paragraph, [107.0, 218.0, 1035.0, 36.0], shoonya_3sELI2GP1B4R3W, 5651078]
[paragraph, [107.0, 254.0, 1035.0, 36.0], shoonya_3sELI2GP1B4R3W, 5651078]
[paragraph, [107.0, 290.0, 1035.0, 36.0], shoonya_3sELI2GP1B4R3W, 5651078]
[paragraph, [107.0, 326.0, 1035.0, 36.0], shoonya_3sELI2GP1B4R3W, 5651078]
[paragraph, [107.0, 362.0, 1035.0, 36.0], shoonya_3sELI2GP1B4R3W, 5651078]
[paragraph, [107.0, 398.0, 1035.0, 36.0], shoonya_3sELI2GP1B4R3W, 5651078]
[paragraph, [106.0, 443.0, 1030.0, 36.0], shoonya_1s288QU8D9WVGD, 5651078]
[paragraph, [106.0, 479.0, 1030.0, 36.0], shoonya_1s288QU8D9WVGD, 5651078]
[paragraph, [106.0, 515.0, 1030.0, 36.0], shoonya_1s288QU8D9WVGD, 5651078]
[paragraph, [106.0, 551.0, 1030.0, 36.0], shoonya_1s288QU8D9WVGD, 5651078]
[paragraph, [106.0, 587.0, 1030.0, 36.0], shoonya_1s288QU8D9WVGD, 5651078]
[paragraph, [106.0, 623.0, 1030.0, 36.0], shoonya_1s288QU8D9WVGD, 5651078]
[paragraph, [106.0, 659.0, 1030.0, 36.0], shoonya_1s288QU8D9WVGD, 5651078]
[paragraph, [106.0, 695.0, 1030.0, 36.0], shoonya_1s288QU8D9WVGD, 5651078]
[paragraph, [106.0, 731.0, 1030.0, 36.0], shoonya_1s288QU8D9WVGD, 5651078]
[paragraph, [109.0, 771.0, 1002.0, 36.0], shoonya_4sNROZJKT9XGRR, 5651078]
[paragraph, [109.0, 807.0, 1002.0, 36.0], shoonya_4sNROZJKT9XGRR, 5651078]
[paragraph, [109.0, 843.0, 1002.0, 36.0], shoonya_4sNROZJKT9XGRR, 5651078]
[paragraph, [109.0, 879.0, 1002.0, 36.0], shoonya_4sNROZJKT9XGRR, 5651078]
[paragraph, [109.0, 915.0, 1002.0, 36.0], shoonya_4sNROZJKT9XGRR, 5651078]
[paragraph, [109.0, 951.0, 1002.0, 36.0], shoonya_4sNROZJKT9XGRR, 5651078]
[paragraph, [107.0, 1008.0, 1000.0, 36.0], shoonya_7s23ZD4OA1EGUC, 5651078]
[paragraph, [107.0, 1044.0, 1000.0, 36.0], shoonya_7s23ZD4OA1EGUC, 5651078]
[paragraph, [107.0, 1080.0, 1000.0, 36.0], shoonya_7s23ZD4OA1EGUC, 5651078]
[paragraph, [107.0, 1116.0, 1000.0, 36.0], shoonya_7s23ZD4OA1EGUC, 5651078]
[paragraph, [107.0, 1152.0, 1000.0, 36.0], shoonya_7s23ZD4OA1EGUC, 5651078]
[paragraph, [107.0, 1188.0, 1000.0, 36.0], shoonya_7s23ZD4OA1EGUC, 5651078]
[paragraph, [106.0, 1248.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[paragraph, [106.0, 1284.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[paragraph, [106.0, 1320.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[paragraph, [106.0, 1356.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[paragraph, [106.0, 1392.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[paragraph, [106.0, 1428.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[paragraph, [106.0, 1464.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[paragraph, [106.0, 1500.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[paragraph, [106.0, 1536.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[paragraph, [106.0, 1572.0, 1002.0, 36.0], shoonya_0sZ96X7G9L8PCZ, 5651078]
[footnote, [456.0, 1643.0, 222.0, 36.0], AruY_k-QNt, 5651078]
