[2339, 1654]
[paragraph, [182.0, 192.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 228.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 264.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 300.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 336.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 372.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 408.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 444.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 480.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 516.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 552.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 588.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 624.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 660.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 696.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 732.0, 1180.0, 36.0], shoonya_0sRK0ERRNQ834J, 5754174]
[paragraph, [182.0, 815.0, 1160.0, 36.0], shoonya_1sEUF73AWIDLZ9, 5754174]
[paragraph, [182.0, 851.0, 1160.0, 36.0], shoonya_1sEUF73AWIDLZ9, 5754174]
[paragraph, [182.0, 887.0, 1160.0, 36.0], shoonya_1sEUF73AWIDLZ9, 5754174]
[paragraph, [182.0, 923.0, 1160.0, 36.0], shoonya_1sEUF73AWIDLZ9, 5754174]
[paragraph, [175.0, 990.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1026.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1062.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1098.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1134.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1170.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1206.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1242.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1278.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1314.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1350.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [175.0, 1386.0, 1180.0, 36.0], qn0b0pG4Ba, 5754174]
[paragraph, [185.0, 1428.0, 1173.0, 36.0], shoonya_2s0I9O1ND6BEH2, 5754174]
[paragraph, [185.0, 1464.0, 1173.0, 36.0], shoonya_2s0I9O1ND6BEH2, 5754174]
[paragraph, [185.0, 1500.0, 1173.0, 36.0], shoonya_2s0I9O1ND6BEH2, 5754174]
[paragraph, [185.0, 1536.0, 1173.0, 36.0], shoonya_2s0I9O1ND6BEH2, 5754174]
[paragraph, [185.0, 1572.0, 1173.0, 36.0], shoonya_2s0I9O1ND6BEH2, 5754174]
[paragraph, [185.0, 1608.0, 1173.0, 36.0], shoonya_2s0I9O1ND6BEH2, 5754174]
[paragraph, [185.0, 1644.0, 1173.0, 36.0], shoonya_2s0I9O1ND6BEH2, 5754174]
[reference, [181.0, 1765.0, 1108.0, 36.0], shoonya_4s2VB9AZ2EW2L2, 5754174]
[reference, [181.0, 1801.0, 1108.0, 36.0], shoonya_4s2VB9AZ2EW2L2, 5754174]
[reference, [181.0, 1837.0, 1108.0, 36.0], shoonya_4s2VB9AZ2EW2L2, 5754174]
[reference, [181.0, 1873.0, 1108.0, 36.0], shoonya_4s2VB9AZ2EW2L2, 5754174]
[reference, [181.0, 1909.0, 1108.0, 36.0], shoonya_4s2VB9AZ2EW2L2, 5754174]
[reference, [181.0, 1945.0, 1108.0, 36.0], shoonya_4s2VB9AZ2EW2L2, 5754174]
[reference, [181.0, 1981.0, 1108.0, 36.0], shoonya_4s2VB9AZ2EW2L2, 5754174]
[reference, [181.0, 2017.0, 1108.0, 36.0], shoonya_4s2VB9AZ2EW2L2, 5754174]
