[2339, 1653]
[folio, [260.0, 198.0, 243.0, 36.0], 6GfYtEDDOk, 5654852]
[folio, [260.0, 234.0, 243.0, 36.0], 6GfYtEDDOk, 5654852]
[paragraph, [276.0, 293.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 329.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 365.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 401.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 437.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 473.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 509.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 545.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 581.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 617.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [276.0, 653.0, 1101.0, 36.0], shoonya_2sX23DESYSQ941, 5654852]
[paragraph, [271.0, 729.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 765.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 801.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 837.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 873.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 909.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 945.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 981.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1017.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1053.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1089.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1125.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1161.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1197.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1233.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1269.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1305.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1341.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [271.0, 1377.0, 1115.0, 36.0], shoonya_1sOOIMCTYSEKXW, 5654852]
[paragraph, [266.0, 1440.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1476.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1512.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1548.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1584.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1620.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1656.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1692.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1728.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1764.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1800.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1836.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1872.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1908.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1944.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 1980.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
[paragraph, [266.0, 2016.0, 1110.0, 36.0], shoonya_0sCIV2J3C5M9HB, 5654852]
