[2339, 1653]
[folio, [246.0, 331.0, 201.0, 36.0], shoonya_14sEYP8FCTCCVR, 5735733]
[paragraph, [238.0, 388.0, 577.0, 36.0], shoonya_3sRYWFMY20QY35, 5735733]
[paragraph, [238.0, 424.0, 577.0, 36.0], shoonya_3sRYWFMY20QY35, 5735733]
[paragraph, [238.0, 460.0, 577.0, 36.0], shoonya_3sRYWFMY20QY35, 5735733]
[paragraph, [238.0, 496.0, 577.0, 36.0], shoonya_3sRYWFMY20QY35, 5735733]
[paragraph, [238.0, 532.0, 577.0, 36.0], shoonya_3sRYWFMY20QY35, 5735733]
[paragraph, [238.0, 568.0, 577.0, 36.0], shoonya_3sRYWFMY20QY35, 5735733]
[paragraph, [238.0, 604.0, 577.0, 36.0], shoonya_3sRYWFMY20QY35, 5735733]
[paragraph, [238.0, 640.0, 577.0, 36.0], shoonya_3sRYWFMY20QY35, 5735733]
[paragraph, [833.0, 388.0, 581.0, 36.0], shoonya_4sO7LY46D8YQA4, 5735733]
[paragraph, [833.0, 424.0, 581.0, 36.0], shoonya_4sO7LY46D8YQA4, 5735733]
[paragraph, [833.0, 460.0, 581.0, 36.0], shoonya_4sO7LY46D8YQA4, 5735733]
[paragraph, [833.0, 496.0, 581.0, 36.0], shoonya_4sO7LY46D8YQA4, 5735733]
[paragraph, [835.0, 564.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 600.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 636.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 672.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 708.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 744.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 780.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 816.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 852.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 888.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 924.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 960.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 996.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 1032.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 1068.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [835.0, 1104.0, 580.0, 36.0], shoonya_1sOXPEVJH3V9I1, 5735733]
[paragraph, [238.0, 700.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 736.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 772.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 808.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 844.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 880.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 916.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 952.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 988.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 1024.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 1060.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 1096.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 1132.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[paragraph, [238.0, 1168.0, 577.0, 36.0], shoonya_2sZ4B0DBKMW3BG, 5735733]
[sidebar, [64.0, 939.0, 131.0, 36.0], shoonya_15s87NT1DG4RNB, 5735733]
[author, [1139.0, 1144.0, 276.0, 36.0], shoonya_16s7ZB5HWNSRDN, 5735733]
[paragraph, [840.0, 1194.0, 574.0, 36.0], shoonya_9sT9D726JMQ711, 5735733]
[paragraph, [840.0, 1230.0, 574.0, 36.0], shoonya_9sT9D726JMQ711, 5735733]
[paragraph, [237.0, 1237.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1273.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1309.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1345.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1381.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1417.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1453.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1489.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1525.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1561.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1597.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1633.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1669.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1705.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [237.0, 1741.0, 578.0, 36.0], shoonya_0sIMLMP7B98K7Y, 5735733]
[paragraph, [835.0, 1368.0, 140.0, 36.0], 6WznYo7LFK, 5735733]
[author, [841.0, 1417.0, 189.0, 36.0], shoonya_12s8C0FLTYZ1Z6, 5735733]
[paragraph, [1085.0, 1461.0, 333.0, 36.0], shoonya_10s0N1TOOPRS03, 5735733]
[paragraph, [1085.0, 1497.0, 333.0, 36.0], shoonya_10s0N1TOOPRS03, 5735733]
[paragraph, [1085.0, 1533.0, 333.0, 36.0], shoonya_10s0N1TOOPRS03, 5735733]
[paragraph, [1085.0, 1569.0, 333.0, 36.0], shoonya_10s0N1TOOPRS03, 5735733]
[paragraph, [1085.0, 1605.0, 333.0, 36.0], shoonya_10s0N1TOOPRS03, 5735733]
[paragraph, [1085.0, 1641.0, 333.0, 36.0], shoonya_10s0N1TOOPRS03, 5735733]
[paragraph, [1085.0, 1677.0, 333.0, 36.0], shoonya_10s0N1TOOPRS03, 5735733]
[paragraph, [1085.0, 1713.0, 333.0, 36.0], shoonya_10s0N1TOOPRS03, 5735733]
[paragraph, [1085.0, 1749.0, 333.0, 36.0], shoonya_10s0N1TOOPRS03, 5735733]
[paragraph, [829.0, 1808.0, 588.0, 36.0], ufkkeEb8me, 5735733]
[paragraph, [829.0, 1844.0, 588.0, 36.0], ufkkeEb8me, 5735733]
[paragraph, [829.0, 1880.0, 588.0, 36.0], ufkkeEb8me, 5735733]
[paragraph, [829.0, 1916.0, 588.0, 36.0], ufkkeEb8me, 5735733]
[paragraph, [240.0, 1811.0, 575.0, 36.0], shoonya_5sXVJKO03BAKF6, 5735733]
[paragraph, [240.0, 1847.0, 575.0, 36.0], shoonya_5sXVJKO03BAKF6, 5735733]
[paragraph, [240.0, 1883.0, 575.0, 36.0], shoonya_5sXVJKO03BAKF6, 5735733]
[folio, [1183.0, 1967.0, 230.0, 36.0], shoonya_11sUHLK65OZMAF, 5735733]
