[2428, 1814]
[paragraph, [957.0, 1313.0, 746.0, 36.0], shoonya_5sYRT948AFJ5HM, 5694263]
[paragraph, [957.0, 1349.0, 746.0, 36.0], shoonya_5sYRT948AFJ5HM, 5694263]
[paragraph, [957.0, 1385.0, 746.0, 36.0], shoonya_5sYRT948AFJ5HM, 5694263]
[paragraph, [957.0, 1421.0, 746.0, 36.0], shoonya_5sYRT948AFJ5HM, 5694263]
[paragraph, [957.0, 1457.0, 746.0, 36.0], shoonya_5sYRT948AFJ5HM, 5694263]
[paragraph, [957.0, 1493.0, 746.0, 36.0], shoonya_5sYRT948AFJ5HM, 5694263]
[paragraph, [240.0, 1315.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1351.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1387.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1423.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1459.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1495.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1531.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1567.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1603.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1639.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [240.0, 1675.0, 711.0, 36.0], shoonya_2s9RJSQ5WOKNJV, 5694263]
[paragraph, [978.0, 1624.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1660.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1696.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1732.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1768.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1804.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1840.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1876.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1912.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1948.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 1984.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 2020.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 2056.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 2092.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 2128.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 2164.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [978.0, 2200.0, 706.0, 36.0], shoonya_0s5FOJAZCLL4YN, 5694263]
[paragraph, [242.0, 1745.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 1781.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 1817.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 1853.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 1889.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 1925.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 1961.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 1997.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 2033.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 2069.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 2105.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 2141.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[paragraph, [242.0, 2177.0, 708.0, 36.0], shoonya_1sG8XMIWEOBI2B, 5694263]
[folio, [678.0, 2292.0, 536.0, 36.0], v6bwENwoha, 5694263]
