[2000, 1414]
[quote, [37.0, 67.0, 1194.0, 36.0], Ljz3cUOnJP, 6491399]
[quote, [37.0, 103.0, 1194.0, 36.0], Ljz3cUOnJP, 6491399]
[quote, [37.0, 139.0, 1194.0, 36.0], Ljz3cUOnJP, 6491399]
[quote, [37.0, 175.0, 1194.0, 36.0], Ljz3cUOnJP, 6491399]
[quote, [37.0, 211.0, 1194.0, 36.0], Ljz3cUOnJP, 6491399]
[author, [628.0, 257.0, 507.0, 36.0], lux-eIp9Ne, 6491399]
[author, [628.0, 293.0, 507.0, 36.0], lux-eIp9Ne, 6491399]
[quote, [44.0, 259.0, 558.0, 36.0], Oc0-w_68xD, 6491399]
[quote, [44.0, 295.0, 558.0, 36.0], Oc0-w_68xD, 6491399]
[paragraph, [682.0, 602.0, 632.0, 36.0], shoonya_0sB3D3UF4DXQ5N, 6491399]
[paragraph, [682.0, 638.0, 632.0, 36.0], shoonya_0sB3D3UF4DXQ5N, 6491399]
[paragraph, [682.0, 674.0, 632.0, 36.0], shoonya_0sB3D3UF4DXQ5N, 6491399]
[paragraph, [684.0, 756.0, 623.0, 36.0], yR_MULHbao, 6491399]
[paragraph, [684.0, 792.0, 623.0, 36.0], yR_MULHbao, 6491399]
[paragraph, [684.0, 828.0, 623.0, 36.0], yR_MULHbao, 6491399]
[paragraph, [684.0, 864.0, 623.0, 36.0], yR_MULHbao, 6491399]
[paragraph, [685.0, 914.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 950.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 986.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1022.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1058.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1094.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1130.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1166.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1202.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1238.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1274.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1310.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [685.0, 1346.0, 655.0, 36.0], vnoDp3Id2u, 6491399]
[paragraph, [678.0, 1591.0, 641.0, 36.0], u_FtUGlMS8, 6491399]
[paragraph, [678.0, 1627.0, 641.0, 36.0], u_FtUGlMS8, 6491399]
[paragraph, [678.0, 1663.0, 641.0, 36.0], u_FtUGlMS8, 6491399]
