[1275, 750]
[folio, [309.0, 87.0, 125.0, 18.0], shoonya_1s43TYSCYUVLS8, 5767729]
[paragraph, [63.0, 151.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 169.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 187.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 205.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 223.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 241.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 259.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 277.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 295.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 313.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 331.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 349.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 367.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 385.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 403.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 421.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 439.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 457.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 475.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 493.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 511.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 529.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 547.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 565.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 583.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 601.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 619.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 637.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 655.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 673.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 691.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 709.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 727.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 745.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 763.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 781.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 799.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 817.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 835.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 853.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 871.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 889.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 907.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 925.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 943.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 961.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 979.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 997.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1015.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1033.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1051.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1069.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1087.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1105.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1123.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1141.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1159.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
[paragraph, [63.0, 1177.0, 631.0, 18.0], xRx4nwt9KT, 5767729]
