[1311, 957]
[chapter-title, [219.0, 88.0, 364.0, 30.0], shoonya_0sY05H0ZD7LV6P, 5776128]
[paragraph, [84.0, 128.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 146.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 164.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 182.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 200.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 218.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 236.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 254.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 272.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 290.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [84.0, 308.0, 645.0, 18.0], BxLfX3Eob_, 5776128]
[paragraph, [81.0, 332.0, 651.0, 18.0], TfQKe-h-XR, 5776128]
[paragraph, [81.0, 350.0, 651.0, 18.0], TfQKe-h-XR, 5776128]
[paragraph, [81.0, 368.0, 651.0, 18.0], TfQKe-h-XR, 5776128]
[paragraph, [81.0, 386.0, 651.0, 18.0], TfQKe-h-XR, 5776128]
[paragraph, [81.0, 404.0, 651.0, 18.0], TfQKe-h-XR, 5776128]
[paragraph, [81.0, 422.0, 651.0, 18.0], TfQKe-h-XR, 5776128]
[paragraph, [81.0, 440.0, 651.0, 18.0], TfQKe-h-XR, 5776128]
[paragraph, [81.0, 458.0, 651.0, 18.0], TfQKe-h-XR, 5776128]
[paragraph, [81.0, 476.0, 651.0, 18.0], TfQKe-h-XR, 5776128]
[paragraph, [82.0, 505.0, 654.0, 18.0], ePL3QQoX80, 5776128]
[paragraph, [82.0, 523.0, 654.0, 18.0], ePL3QQoX80, 5776128]
[paragraph, [82.0, 541.0, 654.0, 18.0], ePL3QQoX80, 5776128]
[paragraph, [82.0, 559.0, 654.0, 18.0], ePL3QQoX80, 5776128]
[paragraph, [82.0, 577.0, 654.0, 18.0], ePL3QQoX80, 5776128]
[paragraph, [81.0, 609.0, 659.0, 18.0], KWixtffYAe, 5776128]
[paragraph, [81.0, 627.0, 659.0, 18.0], KWixtffYAe, 5776128]
[paragraph, [81.0, 645.0, 659.0, 18.0], KWixtffYAe, 5776128]
[paragraph, [81.0, 663.0, 659.0, 18.0], KWixtffYAe, 5776128]
[paragraph, [79.0, 689.0, 660.0, 18.0], kdxpqoUGUk, 5776128]
[paragraph, [79.0, 707.0, 660.0, 18.0], kdxpqoUGUk, 5776128]
[paragraph, [79.0, 725.0, 660.0, 18.0], kdxpqoUGUk, 5776128]
[paragraph, [79.0, 743.0, 660.0, 18.0], kdxpqoUGUk, 5776128]
[paragraph, [79.0, 761.0, 660.0, 18.0], kdxpqoUGUk, 5776128]
[paragraph, [79.0, 779.0, 660.0, 18.0], kdxpqoUGUk, 5776128]
[paragraph, [79.0, 797.0, 660.0, 18.0], kdxpqoUGUk, 5776128]
[paragraph, [79.0, 815.0, 660.0, 18.0], kdxpqoUGUk, 5776128]
[paragraph, [79.0, 848.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 866.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 884.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 902.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 920.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 938.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 956.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 974.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 992.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 1010.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 1028.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 1046.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 1064.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 1082.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 1100.0, 657.0, 18.0], sJthuikvcs, 5776128]
[paragraph, [79.0, 1118.0, 657.0, 18.0], sJthuikvcs, 5776128]
