[6000, 4167]
[folio, [1416.0, 598.0, 1354.0, 52.5], 1L9Fv7nBAD, 5721200]
[folio, [1416.0, 650.5, 1354.0, 52.5], 1L9Fv7nBAD, 5721200]
[folio, [1416.0, 703.0, 1354.0, 52.5], 1L9Fv7nBAD, 5721200]
[paragraph, [593.0, 876.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 928.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 981.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1033.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1086.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1138.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1191.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1243.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1296.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1348.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1401.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1453.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1506.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1558.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1611.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1663.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1716.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1768.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1821.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1873.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1926.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 1978.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 2031.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 2083.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 2136.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 2188.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 2241.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 2293.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 2346.0, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [593.0, 2398.5, 2988.0, 52.5], shoonya_0s4DJB2PG5Z0B6, 5721200]
[paragraph, [581.0, 2523.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 2575.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 2628.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 2680.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 2733.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 2785.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 2838.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 2890.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 2943.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 2995.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3048.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3100.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3153.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3205.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3258.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3310.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3363.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3415.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3468.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3520.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3573.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3625.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3678.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3730.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3783.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3835.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3888.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3940.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 3993.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4045.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4098.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4150.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4203.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4255.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4308.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4360.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4413.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4465.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4518.0, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [581.0, 4570.5, 3016.0, 52.5], shoonya_1sZNVLLPKDAH5E, 5721200]
[paragraph, [604.0, 4630.0, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 4682.5, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 4735.0, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 4787.5, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 4840.0, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 4892.5, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 4945.0, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 4997.5, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 5050.0, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 5102.5, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 5155.0, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 5207.5, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 5260.0, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 5312.5, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
[paragraph, [604.0, 5365.0, 2995.0, 52.5], 9cTp2v3B2g, 5721200]
