[3835, 2318]
[section-title, [892.0, 1497.0, 544.0, 93.0], 8To4Y50kKn, 5720309]
[section-title, [985.0, 2166.0, 373.0, 93.0], 9DeDpN9_rk, 5720309]
[paragraph, [70.0, 2330.0, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2382.5, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2435.0, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2487.5, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2540.0, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2592.5, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2645.0, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2697.5, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2750.0, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2802.5, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2855.0, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2907.5, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 2960.0, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 3012.5, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 3065.0, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 3117.5, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [70.0, 3170.0, 2185.0, 52.5], shoonya_0s7G1WFM5DN3Y1, 5720309]
[paragraph, [81.0, 3261.0, 2167.0, 52.5], WsIjhB_zYB, 5720309]
[paragraph, [81.0, 3313.5, 2167.0, 52.5], WsIjhB_zYB, 5720309]
[paragraph, [81.0, 3366.0, 2167.0, 52.5], WsIjhB_zYB, 5720309]
[paragraph, [81.0, 3418.5, 2167.0, 52.5], WsIjhB_zYB, 5720309]
[paragraph, [81.0, 3471.0, 2167.0, 52.5], WsIjhB_zYB, 5720309]
[paragraph, [81.0, 3523.5, 2167.0, 52.5], WsIjhB_zYB, 5720309]
