[2200, 1700]
[paragraph, [372.0, 115.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 151.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 187.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 223.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 259.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 295.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 331.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 367.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 403.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 439.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 475.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 511.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 547.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 583.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [372.0, 619.0, 1133.0, 36.0], shoonya_2s1X81FTB0FG3U, 5734495]
[paragraph, [373.0, 688.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 724.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 760.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 796.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 832.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 868.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 904.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 940.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 976.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1012.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1048.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1084.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1120.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1156.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1192.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1228.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1264.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1300.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1336.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1372.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [373.0, 1408.0, 1132.0, 36.0], shoonya_0sJTTXDQP70AKL, 5734495]
[paragraph, [376.0, 1492.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1528.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1564.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1600.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1636.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1672.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1708.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1744.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1780.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1816.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1852.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1888.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
[paragraph, [376.0, 1924.0, 1128.0, 36.0], shoonya_1sOBPNNM84WVU9, 5734495]
