[3509, 2482]
[folio, [883.0, 235.0, 410.0, 52.5], MV3OdC7jZM, 5692208]
[paragraph, [223.0, 371.0, 1750.0, 52.5], shoonya_1sKE3HQZJNKVSH, 5692208]
[paragraph, [223.0, 423.5, 1750.0, 52.5], shoonya_1sKE3HQZJNKVSH, 5692208]
[paragraph, [223.0, 476.0, 1750.0, 52.5], shoonya_1sKE3HQZJNKVSH, 5692208]
[paragraph, [223.0, 528.5, 1750.0, 52.5], shoonya_1sKE3HQZJNKVSH, 5692208]
[paragraph, [223.0, 581.0, 1750.0, 52.5], shoonya_1sKE3HQZJNKVSH, 5692208]
[paragraph, [207.0, 639.0, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 691.5, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 744.0, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 796.5, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 849.0, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 901.5, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 954.0, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 1006.5, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 1059.0, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 1111.5, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 1164.0, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 1216.5, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [207.0, 1269.0, 1787.0, 52.5], SiugpNlrNe, 5692208]
[paragraph, [223.0, 1368.0, 1768.0, 52.5], lRk_T55YdU, 5692208]
[paragraph, [223.0, 1420.5, 1768.0, 52.5], lRk_T55YdU, 5692208]
[paragraph, [223.0, 1473.0, 1768.0, 52.5], lRk_T55YdU, 5692208]
[paragraph, [223.0, 1525.5, 1768.0, 52.5], lRk_T55YdU, 5692208]
[paragraph, [322.0, 1628.0, 639.0, 52.5], GCFTAAz_q8, 5692208]
[paragraph, [288.0, 1721.0, 716.0, 52.5], KB8-M-P0zV, 5692208]
[paragraph, [214.0, 1811.0, 1787.0, 52.5], JyGQGKE4bZ, 5692208]
[paragraph, [214.0, 1863.5, 1787.0, 52.5], JyGQGKE4bZ, 5692208]
[paragraph, [214.0, 1916.0, 1787.0, 52.5], JyGQGKE4bZ, 5692208]
[paragraph, [300.0, 1979.0, 660.0, 52.5], VVrAyGtSwr, 5692208]
[section-title, [986.0, 2376.0, 226.0, 93.0], b_9FvBaVW3, 5692208]
[paragraph, [204.0, 2503.0, 1793.0, 52.5], FHz96ydJae, 5692208]
[paragraph, [204.0, 2555.5, 1793.0, 52.5], FHz96ydJae, 5692208]
[paragraph, [204.0, 2608.0, 1793.0, 52.5], FHz96ydJae, 5692208]
[paragraph, [214.0, 2683.0, 1768.0, 52.5], xjy1qyd_dm, 5692208]
[paragraph, [214.0, 2735.5, 1768.0, 52.5], xjy1qyd_dm, 5692208]
[paragraph, [214.0, 2788.0, 1768.0, 52.5], xjy1qyd_dm, 5692208]
[paragraph, [300.0, 2876.0, 651.0, 52.5], 0-6Er7CXGn, 5692208]
[paragraph, [285.0, 2966.0, 636.0, 52.5], 8uUsQyK7Ga, 5692208]
[paragraph, [204.0, 3059.0, 1799.0, 52.5], p2Ig0OonD3, 5692208]
[paragraph, [204.0, 3111.5, 1799.0, 52.5], p2Ig0OonD3, 5692208]
[paragraph, [204.0, 3164.0, 1799.0, 52.5], p2Ig0OonD3, 5692208]
[paragraph, [307.0, 3235.0, 601.0, 52.5], dbEYJySRSU, 5692208]
