[1650, 1275]
[paragraph, [253.0, 110.0, 850.0, 36.0], shoonya_0s91RK893YTTZD, 5714161]
[paragraph, [253.0, 146.0, 850.0, 36.0], shoonya_0s91RK893YTTZD, 5714161]
[paragraph, [253.0, 182.0, 850.0, 36.0], shoonya_0s91RK893YTTZD, 5714161]
[paragraph, [253.0, 218.0, 850.0, 36.0], shoonya_0s91RK893YTTZD, 5714161]
[paragraph, [253.0, 254.0, 850.0, 36.0], shoonya_0s91RK893YTTZD, 5714161]
[paragraph, [243.0, 323.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 359.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 395.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 431.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 467.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 503.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 539.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 575.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 611.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 647.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 683.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 719.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 755.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 791.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 827.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 863.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 899.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 935.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 971.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 1007.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [243.0, 1043.0, 894.0, 36.0], shoonya_1sT8CV8KAQ31D9, 5714161]
[paragraph, [251.0, 1118.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1154.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1190.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1226.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1262.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1298.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1334.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1370.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1406.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1442.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
[paragraph, [251.0, 1478.0, 888.0, 36.0], shoonya_2sQRM9JNS2WLSA, 5714161]
