[2067, 1567]
[folio, [1122.0, 188.0, 252.0, 36.0], LNVEKf2xd4, 5735333]
[folio, [186.0, 192.0, 180.0, 36.0], BgHuKRlNoY, 5735333]
[paragraph, [192.0, 250.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 286.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 322.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 358.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 394.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 430.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 466.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 502.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 538.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 574.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 610.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 646.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 682.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 718.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [192.0, 754.0, 578.0, 36.0], shoonya_1sF0YXFX30BYA6, 5735333]
[paragraph, [791.0, 251.0, 579.0, 36.0], shoonya_3sHWFDUA46JTEP, 5735333]
[paragraph, [791.0, 287.0, 579.0, 36.0], shoonya_3sHWFDUA46JTEP, 5735333]
[paragraph, [791.0, 323.0, 579.0, 36.0], shoonya_3sHWFDUA46JTEP, 5735333]
[paragraph, [791.0, 359.0, 579.0, 36.0], shoonya_3sHWFDUA46JTEP, 5735333]
[paragraph, [791.0, 395.0, 579.0, 36.0], shoonya_3sHWFDUA46JTEP, 5735333]
[paragraph, [791.0, 431.0, 579.0, 36.0], shoonya_3sHWFDUA46JTEP, 5735333]
[paragraph, [791.0, 467.0, 579.0, 36.0], shoonya_3sHWFDUA46JTEP, 5735333]
[paragraph, [791.0, 517.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 553.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 589.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 625.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 661.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 697.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 733.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 769.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 805.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 841.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 877.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 913.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 949.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [791.0, 985.0, 583.0, 36.0], shoonya_4s0LXNNPR4STZQ, 5735333]
[paragraph, [191.0, 829.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 865.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 901.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 937.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 973.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 1009.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 1045.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 1081.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 1117.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 1153.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 1189.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 1225.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 1261.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[paragraph, [191.0, 1297.0, 580.0, 36.0], shoonya_2sOEWCMCN9KV3V, 5735333]
[sidebar, [1406.0, 963.0, 146.0, 36.0], Dtf5NplNOD, 5735333]
[paragraph, [792.0, 1049.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1085.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1121.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1157.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1193.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1229.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1265.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1301.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1337.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1373.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1409.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1445.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1481.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1517.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1553.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [792.0, 1589.0, 578.0, 36.0], shoonya_0sOI37BKJ4P2IA, 5735333]
[paragraph, [191.0, 1362.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1398.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1434.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1470.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1506.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1542.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1578.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1614.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1650.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1686.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1722.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [191.0, 1758.0, 581.0, 36.0], shoonya_5sJHVNTHO5M48T, 5735333]
[paragraph, [790.0, 1628.0, 580.0, 36.0], shoonya_7sWB9GG1CXDX4M, 5735333]
[paragraph, [790.0, 1664.0, 580.0, 36.0], shoonya_7sWB9GG1CXDX4M, 5735333]
[paragraph, [790.0, 1700.0, 580.0, 36.0], shoonya_7sWB9GG1CXDX4M, 5735333]
[paragraph, [790.0, 1736.0, 580.0, 36.0], shoonya_7sWB9GG1CXDX4M, 5735333]
[paragraph, [790.0, 1772.0, 580.0, 36.0], shoonya_7sWB9GG1CXDX4M, 5735333]
[folio, [193.0, 1822.0, 237.0, 36.0], 6yigM7QWi0, 5735333]
