[2241, 1733]
[paragraph, [822.0, 182.0, 755.0, 36.0], shoonya_4sJS1B504RVRT3, 5653866]
[paragraph, [822.0, 218.0, 755.0, 36.0], shoonya_4sJS1B504RVRT3, 5653866]
[paragraph, [822.0, 254.0, 755.0, 36.0], shoonya_4sJS1B504RVRT3, 5653866]
[paragraph, [822.0, 290.0, 755.0, 36.0], shoonya_4sJS1B504RVRT3, 5653866]
[paragraph, [822.0, 326.0, 755.0, 36.0], shoonya_4sJS1B504RVRT3, 5653866]
[paragraph, [822.0, 362.0, 755.0, 36.0], shoonya_4sJS1B504RVRT3, 5653866]
[paragraph, [29.0, 183.0, 787.0, 36.0], shoonya_8sB31YKBXGLE5N, 5653866]
[paragraph, [29.0, 219.0, 787.0, 36.0], shoonya_8sB31YKBXGLE5N, 5653866]
[paragraph, [29.0, 255.0, 787.0, 36.0], shoonya_8sB31YKBXGLE5N, 5653866]
[paragraph, [25.0, 282.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 318.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 354.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 390.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 426.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 462.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 498.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 534.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 570.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 606.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 642.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [25.0, 678.0, 781.0, 36.0], shoonya_7sUAZGEGEMF6C4, 5653866]
[paragraph, [823.0, 419.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [823.0, 455.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [823.0, 491.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [823.0, 527.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [823.0, 563.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [823.0, 599.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [823.0, 635.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [823.0, 671.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [823.0, 707.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [823.0, 743.0, 748.0, 36.0], shoonya_6sQRAQLC1JPBQL, 5653866]
[paragraph, [37.0, 708.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 744.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 780.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 816.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 852.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 888.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 924.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 960.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 996.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 1032.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 1068.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 1104.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 1140.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 1176.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [37.0, 1212.0, 753.0, 36.0], shoonya_2sWSGLOK90XK8X, 5653866]
[paragraph, [826.0, 844.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 880.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 916.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 952.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 988.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 1024.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 1060.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 1096.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 1132.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 1168.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 1204.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [826.0, 1240.0, 737.0, 36.0], shoonya_1sZVFF7SRGIYT3, 5653866]
[paragraph, [44.0, 1261.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1297.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1333.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1369.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1405.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1441.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1477.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1513.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1549.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1585.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [44.0, 1621.0, 749.0, 36.0], shoonya_3sKRGL2TR6YTA6, 5653866]
[paragraph, [825.0, 1294.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1330.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1366.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1402.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1438.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1474.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1510.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1546.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1582.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1618.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1654.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1690.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1726.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [825.0, 1762.0, 740.0, 36.0], shoonya_0s810U8YYS2DSZ, 5653866]
[paragraph, [45.0, 1668.0, 743.0, 36.0], shoonya_9sUHS5AX5UML7J, 5653866]
[paragraph, [45.0, 1704.0, 743.0, 36.0], shoonya_9sUHS5AX5UML7J, 5653866]
[paragraph, [45.0, 1740.0, 743.0, 36.0], shoonya_9sUHS5AX5UML7J, 5653866]
[paragraph, [45.0, 1776.0, 743.0, 36.0], shoonya_9sUHS5AX5UML7J, 5653866]
