[872, 605]
[folio, [38.0, 28.0, 84.0, 18.0], shoonya_0sBXB6X7L40W16, 6456705]
[folio, [38.0, 46.0, 84.0, 18.0], shoonya_0sBXB6X7L40W16, 6456705]
[paragraph, [41.0, 67.0, 260.0, 18.0], 6I-ooWJjcP, 6456705]
[paragraph, [41.0, 85.0, 260.0, 18.0], 6I-ooWJjcP, 6456705]
[paragraph, [41.0, 103.0, 260.0, 18.0], 6I-ooWJjcP, 6456705]
[paragraph, [299.0, 73.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 91.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 109.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 127.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 145.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 163.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 181.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 199.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 217.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 235.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 253.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 271.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 289.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 307.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 325.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 343.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 361.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 379.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 397.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 415.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 433.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 451.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 469.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 487.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 505.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [299.0, 523.0, 265.0, 18.0], QtMWg9yYnZ, 6456705]
[paragraph, [40.0, 124.0, 261.0, 18.0], RtxhFacx04, 6456705]
[paragraph, [40.0, 142.0, 261.0, 18.0], RtxhFacx04, 6456705]
[paragraph, [40.0, 159.0, 261.0, 18.0], ydcPGzNHJt, 6456705]
[paragraph, [40.0, 177.0, 261.0, 18.0], ydcPGzNHJt, 6456705]
[paragraph, [42.0, 194.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 212.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 230.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 248.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 266.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 284.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 302.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 320.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 338.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 356.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 374.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [42.0, 392.0, 261.0, 18.0], J-gWxq2qDD, 6456705]
[paragraph, [39.0, 414.0, 262.0, 18.0], _qFE1Q8cUP, 6456705]
[paragraph, [39.0, 432.0, 262.0, 18.0], _qFE1Q8cUP, 6456705]
[paragraph, [39.0, 450.0, 262.0, 18.0], _qFE1Q8cUP, 6456705]
[paragraph, [39.0, 468.0, 262.0, 18.0], _qFE1Q8cUP, 6456705]
[paragraph, [39.0, 486.0, 262.0, 18.0], _qFE1Q8cUP, 6456705]
[paragraph, [39.0, 504.0, 262.0, 18.0], _qFE1Q8cUP, 6456705]
[paragraph, [48.0, 518.0, 170.0, 18.0], rYjGVoU66p, 6456705]
[paragraph, [37.0, 534.0, 263.0, 18.0], 9x0EL1zD94, 6456705]
[paragraph, [37.0, 552.0, 263.0, 18.0], 9x0EL1zD94, 6456705]
[paragraph, [318.0, 552.0, 235.0, 18.0], tCSbQSGEzK, 6456705]
[paragraph, [41.0, 568.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
[paragraph, [41.0, 586.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
