[2200, 1700]
[paragraph, [332.0, 63.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 99.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 135.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 171.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 207.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 243.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 279.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 315.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 351.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 387.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 423.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 459.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 495.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 531.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 567.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 603.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 639.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 675.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 711.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 747.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 783.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 819.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 855.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [332.0, 891.0, 1093.0, 36.0], shoonya_1s5A5N6V2V0Y6I, 5731777]
[paragraph, [334.0, 924.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 960.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 996.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1032.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1068.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1104.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1140.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1176.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1212.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1248.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1284.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1320.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1356.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1392.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1428.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1464.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1500.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1536.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1572.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1608.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1644.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1680.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1716.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1752.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1788.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1824.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1860.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1896.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[paragraph, [334.0, 1932.0, 1088.0, 36.0], shoonya_0sE9VGBOLJ1GES, 5731777]
[folio, [976.0, 2021.0, 365.0, 36.0], aKGdxmnfX3, 5731777]
