[1468, 909]
[headline, [333.0, 74.0, 273.0, 25.5], PyuSaqTU-6, 5770493]
[headline, [333.0, 99.5, 273.0, 25.5], PyuSaqTU-6, 5770493]
[paragraph, [89.0, 137.0, 363.0, 18.0], UnW7DB7JuD, 5770493]
[paragraph, [89.0, 155.0, 363.0, 18.0], UnW7DB7JuD, 5770493]
[paragraph, [89.0, 173.0, 363.0, 18.0], UnW7DB7JuD, 5770493]
[paragraph, [89.0, 191.0, 363.0, 18.0], UnW7DB7JuD, 5770493]
[paragraph, [89.0, 209.0, 363.0, 18.0], UnW7DB7JuD, 5770493]
[paragraph, [89.0, 227.0, 363.0, 18.0], UnW7DB7JuD, 5770493]
[paragraph, [89.0, 245.0, 363.0, 18.0], UnW7DB7JuD, 5770493]
[paragraph, [89.0, 263.0, 363.0, 18.0], UnW7DB7JuD, 5770493]
[paragraph, [462.0, 144.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 162.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 180.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 198.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 216.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 234.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 252.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 270.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 288.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 306.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 324.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 342.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 360.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 378.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 396.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 414.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 432.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 450.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 468.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 486.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [462.0, 504.0, 372.0, 18.0], 9k6gb9GJwr, 5770493]
[paragraph, [86.0, 289.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 307.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 325.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 343.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 361.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 379.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 397.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 415.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 433.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 451.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 469.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 487.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 505.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 523.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 541.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 559.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 577.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 595.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 613.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 631.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 649.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 667.0, 372.0, 18.0], cizSrxKKp0, 5770493]
