[780, 539]
[section-title, [206.0, 58.0, 141.0, 30.0], 4iad60caV_, 5767373]
[unordered-list, [275.0, 101.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 119.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 137.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 155.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 173.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 191.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 209.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 227.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 245.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 263.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 281.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 299.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 317.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 335.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 353.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 371.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 389.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 407.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [275.0, 425.0, 244.0, 18.0], YJJUHfmg8Q, 5767373]
[unordered-list, [30.0, 102.0, 241.0, 18.0], shoonya_1s31VXW1STL5PK, 5767373]
[unordered-list, [30.0, 120.0, 241.0, 18.0], shoonya_1s31VXW1STL5PK, 5767373]
[unordered-list, [30.0, 138.0, 241.0, 18.0], shoonya_1s31VXW1STL5PK, 5767373]
[unordered-list, [30.0, 156.0, 241.0, 18.0], shoonya_1s31VXW1STL5PK, 5767373]
[unordered-list, [30.0, 174.0, 241.0, 18.0], shoonya_1s31VXW1STL5PK, 5767373]
[unordered-list, [30.0, 192.0, 241.0, 18.0], shoonya_1s31VXW1STL5PK, 5767373]
[unordered-list, [30.0, 210.0, 241.0, 18.0], shoonya_1s31VXW1STL5PK, 5767373]
[unordered-list, [30.0, 228.0, 241.0, 18.0], shoonya_1s31VXW1STL5PK, 5767373]
