[590, 396]
[chapter-title, [67.0, 152.0, 141.0, 30.0], oCZgvjJwnl, 6513491]
[paragraph, [65.0, 199.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 217.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 235.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 253.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 271.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 289.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 307.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 325.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 343.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 361.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [65.0, 379.0, 311.0, 18.0], ak0K73vssM, 6513491]
[paragraph, [51.0, 415.0, 318.0, 18.0], tg7Kr3mIYk, 6513491]
[paragraph, [51.0, 433.0, 318.0, 18.0], tg7Kr3mIYk, 6513491]
[paragraph, [51.0, 451.0, 318.0, 18.0], tg7Kr3mIYk, 6513491]
[paragraph, [51.0, 469.0, 318.0, 18.0], tg7Kr3mIYk, 6513491]
[paragraph, [51.0, 487.0, 318.0, 18.0], tg7Kr3mIYk, 6513491]
[paragraph, [51.0, 505.0, 318.0, 18.0], tg7Kr3mIYk, 6513491]
[folio, [289.0, 536.0, 61.0, 18.0], uIkvic0z10, 6513491]
