[2806, 1983]
[folio, [227.0, 235.0, 662.0, 46.5], xNONMka2Kk, 5682846]
[paragraph, [223.0, 451.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 497.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 544.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 590.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 637.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 683.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 730.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 776.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 823.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 869.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 916.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 962.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1009.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1055.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1102.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1148.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1195.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1241.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1288.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1334.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1381.0, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [223.0, 1427.5, 1562.0, 46.5], shoonya_0sVQKI28H5U896, 5682846]
[paragraph, [220.0, 1583.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 1629.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 1676.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 1722.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 1769.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 1815.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 1862.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 1908.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 1955.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2001.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2048.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2094.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2141.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2187.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2234.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2280.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2327.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2373.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2420.0, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
[paragraph, [220.0, 2466.5, 1556.0, 46.5], shoonya_1sA26QK3APCKX6, 5682846]
