[5478, 3644]
[folio, [2248.0, 465.0, 811.0, 52.5], HMyRO_jlKx, 5710163]
[folio, [2248.0, 517.5, 811.0, 52.5], HMyRO_jlKx, 5710163]
[folio, [2248.0, 570.0, 811.0, 52.5], HMyRO_jlKx, 5710163]
[paragraph, [502.0, 663.0, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 715.5, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 768.0, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 820.5, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 873.0, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 925.5, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 978.0, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 1030.5, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 1083.0, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 1135.5, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 1188.0, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [502.0, 1240.5, 2571.0, 52.5], shoonya_0sHZ6J5BFKFUKC, 5710163]
[paragraph, [515.0, 1322.0, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [515.0, 1374.5, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [515.0, 1427.0, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [515.0, 1479.5, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [515.0, 1532.0, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [515.0, 1584.5, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [515.0, 1637.0, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [515.0, 1689.5, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [515.0, 1742.0, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [515.0, 1794.5, 2553.0, 52.5], U5JFatVqjG, 5710163]
[paragraph, [706.0, 1851.0, 1600.0, 52.5], RcxxfS0b5n, 5710163]
[paragraph, [706.0, 1903.5, 1600.0, 52.5], RcxxfS0b5n, 5710163]
[quote, [720.0, 1947.0, 1997.0, 52.5], GTdW4-9-CJ, 5710163]
[quote, [720.0, 1999.5, 1997.0, 52.5], GTdW4-9-CJ, 5710163]
[quote, [720.0, 2052.0, 1997.0, 52.5], GTdW4-9-CJ, 5710163]
[paragraph, [519.0, 2098.0, 2553.0, 52.5], 7VCWL7KSK3, 5710163]
[paragraph, [519.0, 2150.5, 2553.0, 52.5], 7VCWL7KSK3, 5710163]
[paragraph, [519.0, 2203.0, 2553.0, 52.5], 7VCWL7KSK3, 5710163]
[paragraph, [519.0, 2255.5, 2553.0, 52.5], 7VCWL7KSK3, 5710163]
[paragraph, [519.0, 2308.0, 2553.0, 52.5], 7VCWL7KSK3, 5710163]
[paragraph, [743.0, 2358.0, 1764.0, 52.5], XnGSqHGLqs, 5710163]
[paragraph, [743.0, 2410.5, 1764.0, 52.5], XnGSqHGLqs, 5710163]
[quote, [524.0, 2490.0, 2549.0, 52.5], TiDVvl9zq5, 5710163]
[quote, [524.0, 2542.5, 2549.0, 52.5], TiDVvl9zq5, 5710163]
[quote, [524.0, 2595.0, 2549.0, 52.5], TiDVvl9zq5, 5710163]
[quote, [524.0, 2647.5, 2549.0, 52.5], TiDVvl9zq5, 5710163]
[quote, [524.0, 2700.0, 2549.0, 52.5], TiDVvl9zq5, 5710163]
[paragraph, [547.0, 2745.0, 2522.0, 52.5], Qk31aV80w_, 5710163]
[paragraph, [547.0, 2797.5, 2522.0, 52.5], Qk31aV80w_, 5710163]
[paragraph, [547.0, 2850.0, 2522.0, 52.5], Qk31aV80w_, 5710163]
[paragraph, [547.0, 2902.5, 2522.0, 52.5], Qk31aV80w_, 5710163]
[paragraph, [547.0, 2955.0, 2522.0, 52.5], Qk31aV80w_, 5710163]
[paragraph, [547.0, 3007.5, 2522.0, 52.5], Qk31aV80w_, 5710163]
[paragraph, [547.0, 3060.0, 2522.0, 52.5], Qk31aV80w_, 5710163]
[paragraph, [757.0, 3133.0, 1650.0, 52.5], ypwE1fidEm, 5710163]
[paragraph, [757.0, 3185.5, 1650.0, 52.5], ypwE1fidEm, 5710163]
[quote, [711.0, 3274.0, 1318.0, 52.5], pIvg0IYDfm, 5710163]
[quote, [711.0, 3326.5, 1318.0, 52.5], pIvg0IYDfm, 5710163]
[paragraph, [547.0, 3393.0, 2544.0, 52.5], o0QYKEqGwh, 5710163]
[paragraph, [547.0, 3445.5, 2544.0, 52.5], o0QYKEqGwh, 5710163]
[paragraph, [547.0, 3498.0, 2544.0, 52.5], o0QYKEqGwh, 5710163]
[paragraph, [547.0, 3550.5, 2544.0, 52.5], o0QYKEqGwh, 5710163]
[paragraph, [547.0, 3603.0, 2544.0, 52.5], o0QYKEqGwh, 5710163]
[paragraph, [729.0, 3694.0, 1144.0, 52.5], n059QtEoj3, 5710163]
[quote, [734.0, 3776.0, 2339.0, 52.5], 4IJf6Yv-fg, 5710163]
[quote, [734.0, 3828.5, 2339.0, 52.5], 4IJf6Yv-fg, 5710163]
[quote, [734.0, 3881.0, 2339.0, 52.5], 4IJf6Yv-fg, 5710163]
[quote, [734.0, 3933.5, 2339.0, 52.5], 4IJf6Yv-fg, 5710163]
[quote, [734.0, 3986.0, 2339.0, 52.5], 4IJf6Yv-fg, 5710163]
[quote, [734.0, 4038.5, 2339.0, 52.5], 4IJf6Yv-fg, 5710163]
[quote, [734.0, 4091.0, 2339.0, 52.5], 4IJf6Yv-fg, 5710163]
[paragraph, [542.0, 4187.0, 2549.0, 52.5], D8y3KVgO6t, 5710163]
[paragraph, [542.0, 4239.5, 2549.0, 52.5], D8y3KVgO6t, 5710163]
[paragraph, [542.0, 4292.0, 2549.0, 52.5], D8y3KVgO6t, 5710163]
[paragraph, [542.0, 4344.5, 2549.0, 52.5], D8y3KVgO6t, 5710163]
[paragraph, [542.0, 4397.0, 2549.0, 52.5], D8y3KVgO6t, 5710163]
[paragraph, [542.0, 4449.5, 2549.0, 52.5], D8y3KVgO6t, 5710163]
[paragraph, [542.0, 4502.0, 2549.0, 52.5], D8y3KVgO6t, 5710163]
[paragraph, [529.0, 4579.0, 2567.0, 52.5], l9EnT8Vxbp, 5710163]
[paragraph, [529.0, 4631.5, 2567.0, 52.5], l9EnT8Vxbp, 5710163]
[paragraph, [529.0, 4684.0, 2567.0, 52.5], l9EnT8Vxbp, 5710163]
[paragraph, [529.0, 4736.5, 2567.0, 52.5], l9EnT8Vxbp, 5710163]
