[1388, 886]
[folio, [388.0, 74.0, 125.0, 18.0], shoonya_0sBASBZ71NSXQY, 5742125]
[paragraph, [450.0, 129.0, 411.0, 18.0], lnxmsWQkS6, 5742125]
[paragraph, [450.0, 147.0, 411.0, 18.0], lnxmsWQkS6, 5742125]
[paragraph, [450.0, 165.0, 411.0, 18.0], lnxmsWQkS6, 5742125]
[paragraph, [450.0, 183.0, 411.0, 18.0], lnxmsWQkS6, 5742125]
[paragraph, [450.0, 201.0, 411.0, 18.0], lnxmsWQkS6, 5742125]
[paragraph, [450.0, 219.0, 411.0, 18.0], lnxmsWQkS6, 5742125]
[paragraph, [450.0, 237.0, 411.0, 18.0], lnxmsWQkS6, 5742125]
[paragraph, [27.0, 138.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 156.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 174.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 192.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 210.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 228.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 246.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 264.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 282.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 300.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 318.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 336.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 354.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 372.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 390.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 408.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 426.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 444.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 462.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 480.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 498.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 516.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 534.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 552.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 570.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 588.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 606.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 624.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 642.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 660.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 678.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 696.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 714.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 732.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 750.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [27.0, 768.0, 409.0, 18.0], p71u-X3CjN, 5742125]
[paragraph, [447.0, 258.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 276.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 294.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 312.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 330.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 348.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 366.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 384.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 402.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 420.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 438.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 456.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 474.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 492.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 510.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 528.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 546.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 564.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 582.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 600.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 618.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 636.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 654.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 672.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 690.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 708.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 726.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 744.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 762.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 780.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 798.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 816.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 834.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 852.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [447.0, 870.0, 429.0, 18.0], Sf0lrEq1ym, 5742125]
[paragraph, [36.0, 808.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 826.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 844.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 862.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 880.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 898.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 916.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 934.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 952.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 970.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 988.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1006.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1024.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1042.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1060.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1078.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1096.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1114.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1132.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1150.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1168.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1186.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1204.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1222.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1240.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1258.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [36.0, 1276.0, 400.0, 18.0], shoonya_1s5TP90JE8SXA9, 5742125]
[paragraph, [455.0, 909.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 927.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 945.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 963.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 981.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 999.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1017.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1035.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1053.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1071.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1089.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1107.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1125.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1143.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1161.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1179.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1197.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1215.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1233.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1251.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1269.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[paragraph, [455.0, 1287.0, 410.0, 18.0], lftWnr8-5H, 5742125]
[footnote, [560.0, 1331.0, 287.0, 18.0], imPKA3yiNh, 5742125]
[footnote, [560.0, 1349.0, 287.0, 18.0], imPKA3yiNh, 5742125]
