[1823, 1375]
[folio, [987.0, 105.0, 276.0, 36.0], shoonya_8sUOJV6VAL750P, 5684291]
[folio, [628.0, 107.0, 115.0, 36.0], shoonya_6s6TMDV89LQ2KT, 5684291]
[paragraph, [696.0, 170.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 206.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 242.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 278.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 314.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 350.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 386.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 422.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 458.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 494.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 530.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 566.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [696.0, 602.0, 576.0, 36.0], shoonya_0sQ4PBS6RITF3O, 5684291]
[paragraph, [102.0, 172.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 208.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 244.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 280.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 316.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 352.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 388.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 424.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 460.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 496.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 532.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 568.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 604.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[paragraph, [102.0, 640.0, 572.0, 36.0], shoonya_3sF1S7XOLJM67E, 5684291]
[section-title, [556.0, 726.0, 267.0, 49.5], shoonya_7sTZ5HJ5Q1CER7, 5684291]
[quote, [149.0, 825.0, 516.0, 36.0], y5MuzYVTK4, 5684291]
[quote, [149.0, 861.0, 516.0, 36.0], y5MuzYVTK4, 5684291]
[quote, [149.0, 897.0, 516.0, 36.0], y5MuzYVTK4, 5684291]
[quote, [149.0, 933.0, 516.0, 36.0], y5MuzYVTK4, 5684291]
[quote, [149.0, 969.0, 516.0, 36.0], y5MuzYVTK4, 5684291]
[paragraph, [699.0, 839.0, 566.0, 36.0], shoonya_9sYLUGEC6FORB2, 5684291]
[paragraph, [699.0, 875.0, 566.0, 36.0], shoonya_9sYLUGEC6FORB2, 5684291]
[paragraph, [699.0, 911.0, 566.0, 36.0], shoonya_9sYLUGEC6FORB2, 5684291]
[paragraph, [687.0, 976.0, 583.0, 36.0], shoonya_1sYSSCZXBB9L5M, 5684291]
[paragraph, [687.0, 1012.0, 583.0, 36.0], shoonya_1sYSSCZXBB9L5M, 5684291]
[paragraph, [687.0, 1048.0, 583.0, 36.0], shoonya_1sYSSCZXBB9L5M, 5684291]
[paragraph, [687.0, 1084.0, 583.0, 36.0], shoonya_1sYSSCZXBB9L5M, 5684291]
[paragraph, [687.0, 1120.0, 583.0, 36.0], shoonya_1sYSSCZXBB9L5M, 5684291]
[paragraph, [687.0, 1156.0, 583.0, 36.0], shoonya_1sYSSCZXBB9L5M, 5684291]
[paragraph, [687.0, 1192.0, 583.0, 36.0], shoonya_1sYSSCZXBB9L5M, 5684291]
[paragraph, [687.0, 1228.0, 583.0, 36.0], shoonya_1sYSSCZXBB9L5M, 5684291]
[paragraph, [687.0, 1264.0, 583.0, 36.0], shoonya_1sYSSCZXBB9L5M, 5684291]
[author, [430.0, 1005.0, 245.0, 36.0], Kfxoxx31-n, 5684291]
[paragraph, [104.0, 1047.0, 571.0, 36.0], shoonya_5s6ROE7F1VKXCI, 5684291]
[paragraph, [104.0, 1083.0, 571.0, 36.0], shoonya_5s6ROE7F1VKXCI, 5684291]
[paragraph, [104.0, 1119.0, 571.0, 36.0], shoonya_5s6ROE7F1VKXCI, 5684291]
[paragraph, [104.0, 1155.0, 571.0, 36.0], shoonya_5s6ROE7F1VKXCI, 5684291]
[paragraph, [104.0, 1191.0, 571.0, 36.0], shoonya_5s6ROE7F1VKXCI, 5684291]
[paragraph, [104.0, 1227.0, 571.0, 36.0], shoonya_5s6ROE7F1VKXCI, 5684291]
[paragraph, [104.0, 1263.0, 571.0, 36.0], shoonya_5s6ROE7F1VKXCI, 5684291]
[paragraph, [104.0, 1299.0, 571.0, 36.0], shoonya_5s6ROE7F1VKXCI, 5684291]
[paragraph, [104.0, 1335.0, 571.0, 36.0], shoonya_5s6ROE7F1VKXCI, 5684291]
[paragraph, [699.0, 1329.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
[paragraph, [699.0, 1365.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
[paragraph, [699.0, 1401.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
[paragraph, [699.0, 1437.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
[paragraph, [699.0, 1473.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
[paragraph, [699.0, 1509.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
[paragraph, [699.0, 1545.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
[paragraph, [699.0, 1581.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
[paragraph, [699.0, 1617.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
[paragraph, [699.0, 1653.0, 579.0, 36.0], shoonya_4sRD8LKGMAZXQZ, 5684291]
