[1736, 1323]
[headline, [118.0, 131.0, 1077.0, 37.5], shoonya_0sJA7FOTRKJP7U, 5771562]
[headline, [118.0, 168.5, 1077.0, 37.5], shoonya_0sJA7FOTRKJP7U, 5771562]
[headline, [118.0, 206.0, 1077.0, 37.5], shoonya_0sJA7FOTRKJP7U, 5771562]
[paragraph, [656.0, 258.0, 549.0, 36.0], shoonya_7sM4RG2FMHCJL9, 5771562]
[paragraph, [656.0, 294.0, 549.0, 36.0], shoonya_7sM4RG2FMHCJL9, 5771562]
[paragraph, [656.0, 330.0, 549.0, 36.0], shoonya_7sM4RG2FMHCJL9, 5771562]
[paragraph, [656.0, 366.0, 549.0, 36.0], shoonya_7sM4RG2FMHCJL9, 5771562]
[paragraph, [656.0, 402.0, 549.0, 36.0], shoonya_7sM4RG2FMHCJL9, 5771562]
[paragraph, [656.0, 438.0, 549.0, 36.0], shoonya_7sM4RG2FMHCJL9, 5771562]
[paragraph, [656.0, 474.0, 549.0, 36.0], shoonya_7sM4RG2FMHCJL9, 5771562]
[paragraph, [119.0, 259.0, 546.0, 36.0], shoonya_1sMYB5M2J8T5TD, 5771562]
[paragraph, [119.0, 295.0, 546.0, 36.0], shoonya_1sMYB5M2J8T5TD, 5771562]
[paragraph, [119.0, 331.0, 546.0, 36.0], shoonya_1sMYB5M2J8T5TD, 5771562]
[paragraph, [119.0, 367.0, 546.0, 36.0], shoonya_1sMYB5M2J8T5TD, 5771562]
[paragraph, [119.0, 403.0, 546.0, 36.0], shoonya_1sMYB5M2J8T5TD, 5771562]
[paragraph, [120.0, 455.0, 543.0, 36.0], shoonya_2s3ZZCUZOYLDAX, 5771562]
[paragraph, [120.0, 491.0, 543.0, 36.0], shoonya_2s3ZZCUZOYLDAX, 5771562]
[paragraph, [120.0, 527.0, 543.0, 36.0], shoonya_2s3ZZCUZOYLDAX, 5771562]
[paragraph, [120.0, 563.0, 543.0, 36.0], shoonya_2s3ZZCUZOYLDAX, 5771562]
[paragraph, [661.0, 547.0, 548.0, 36.0], shoonya_8sBPRF71P3WE7A, 5771562]
[paragraph, [661.0, 583.0, 548.0, 36.0], shoonya_8sBPRF71P3WE7A, 5771562]
[paragraph, [661.0, 619.0, 548.0, 36.0], shoonya_8sBPRF71P3WE7A, 5771562]
[paragraph, [661.0, 655.0, 548.0, 36.0], shoonya_8sBPRF71P3WE7A, 5771562]
[paragraph, [661.0, 691.0, 548.0, 36.0], shoonya_8sBPRF71P3WE7A, 5771562]
[paragraph, [661.0, 727.0, 548.0, 36.0], shoonya_8sBPRF71P3WE7A, 5771562]
[paragraph, [661.0, 763.0, 548.0, 36.0], shoonya_8sBPRF71P3WE7A, 5771562]
[paragraph, [127.0, 626.0, 536.0, 36.0], shoonya_3sBZ7FXXPQGVND, 5771562]
[paragraph, [127.0, 662.0, 536.0, 36.0], shoonya_3sBZ7FXXPQGVND, 5771562]
[paragraph, [127.0, 698.0, 536.0, 36.0], shoonya_3sBZ7FXXPQGVND, 5771562]
[paragraph, [127.0, 734.0, 536.0, 36.0], shoonya_3sBZ7FXXPQGVND, 5771562]
[paragraph, [127.0, 770.0, 536.0, 36.0], shoonya_3sBZ7FXXPQGVND, 5771562]
[paragraph, [127.0, 806.0, 536.0, 36.0], shoonya_3sBZ7FXXPQGVND, 5771562]
[paragraph, [127.0, 842.0, 536.0, 36.0], shoonya_3sBZ7FXXPQGVND, 5771562]
[paragraph, [127.0, 878.0, 536.0, 36.0], shoonya_3sBZ7FXXPQGVND, 5771562]
[paragraph, [666.0, 802.0, 536.0, 36.0], shoonya_9s2DM423VGTRWY, 5771562]
[paragraph, [666.0, 838.0, 536.0, 36.0], shoonya_9s2DM423VGTRWY, 5771562]
[paragraph, [666.0, 874.0, 536.0, 36.0], shoonya_9s2DM423VGTRWY, 5771562]
[paragraph, [660.0, 957.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [660.0, 993.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [660.0, 1029.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [660.0, 1065.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [660.0, 1101.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [660.0, 1137.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [660.0, 1173.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [660.0, 1209.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [660.0, 1245.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [660.0, 1281.0, 534.0, 36.0], shoonya_10sYE5PXJODV09, 5771562]
[paragraph, [136.0, 959.0, 531.0, 36.0], shoonya_4sFDJ9TGEFW1F9, 5771562]
[paragraph, [136.0, 995.0, 531.0, 36.0], shoonya_4sFDJ9TGEFW1F9, 5771562]
[paragraph, [136.0, 1031.0, 531.0, 36.0], shoonya_4sFDJ9TGEFW1F9, 5771562]
[unordered-list, [131.0, 1087.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1123.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1159.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1195.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1231.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1267.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1303.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1339.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1375.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1411.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[unordered-list, [131.0, 1447.0, 530.0, 36.0], shoonya_5s8GNKHNQ8QYJK, 5771562]
[paragraph, [661.0, 1343.0, 543.0, 36.0], shoonya_11s1VPNKDMH3VV, 5771562]
[paragraph, [661.0, 1379.0, 543.0, 36.0], shoonya_11s1VPNKDMH3VV, 5771562]
[paragraph, [661.0, 1415.0, 543.0, 36.0], shoonya_11s1VPNKDMH3VV, 5771562]
[author, [913.0, 1474.0, 291.0, 36.0], shoonya_12sV9T0U9VZBD8, 5771562]
[author, [913.0, 1510.0, 291.0, 36.0], shoonya_12sV9T0U9VZBD8, 5771562]
[paragraph, [145.0, 1494.0, 523.0, 36.0], shoonya_6s4BJCO3DBWNEZ, 5771562]
[folio, [589.0, 1578.0, 135.0, 36.0], shoonya_15s6VQA6B5ZU8R, 5771562]
